order_item_sk,order_item_id,order_id,order_date_sk,customer_sk,product_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,status,currency_code,quantity,unit_price,discount_amount,gross_amount,net_amount,subtotal,tax_amount,shipping_fee,total_amount
7145,5000007144,1000005331,0,951,2,2,2,454,2,PAID,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,0.0,54450.0
7146,5000007145,1000005332,0,1005,2,2,3,1492,3,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
7147,5000007146,1000005333,0,201,1,2,4,2775,4,FULFILLED,ARS,2,12600.0,0.0,25200.0,25200.0,25200.0,5292.0,0.0,30492.0
7148,5000007147,1000005334,0,100,2,2,1,1750,1,PAID,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
7149,5000007148,1000005335,0,164,2,1,0,2561,2844,CANCELLED,ARS,3,16500.0,2475.0,49500.0,47025.0,47025.0,9875.25,1200.0,58100.25
7150,5000007149,1000005336,0,1194,1,2,3,859,3,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,0.0,27588.0
7151,5000007150,1000005337,0,290,1,1,0,2371,305,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,62280.0,13078.8,1200.0,76558.8
7152,5000007151,1000005337,0,290,2,1,0,2371,305,FULFILLED,ARS,2,13500.0,0.0,27000.0,27000.0,62280.0,13078.8,1200.0,76558.8
7153,5000007152,1000005338,0,101,2,1,0,1007,870,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,900.0,36474.0
7154,5000007153,1000005339,0,1082,2,1,0,704,2306,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,1200.0,17535.0
7155,5000007154,1000005340,0,1076,2,2,1,2916,1,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
7156,5000007155,1000005341,0,330,1,2,3,317,3,CANCELLED,ARS,3,12000.0,1800.0,36000.0,34200.0,46200.0,9702.0,0.0,55902.0
7157,5000007156,1000005341,0,330,1,2,3,317,3,CANCELLED,ARS,1,12000.0,0.0,12000.0,12000.0,46200.0,9702.0,0.0,55902.0
7158,5000007157,1000005342,0,212,1,1,0,118,2128,CANCELLED,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,1200.0,15429.6
7159,5000007158,1000005343,0,504,1,1,0,1575,254,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,44520.0,9349.2,1200.0,55069.2
7160,5000007159,1000005343,0,504,1,1,0,1575,254,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,44520.0,9349.2,1200.0,55069.2
7161,5000007160,1000005344,0,637,1,1,0,1902,633,PAID,ARS,2,12600.0,0.0,25200.0,25200.0,61650.0,12946.5,1200.0,75796.5
7162,5000007161,1000005344,0,637,2,1,0,1902,633,PAID,ARS,3,13500.0,4050.0,40500.0,36450.0,61650.0,12946.5,1200.0,75796.5
7163,5000007162,1000005345,0,485,1,1,0,0,1977,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,1200.0,14994.0
7164,5000007163,1000005346,0,1322,2,1,0,2225,627,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7165,5000007164,1000005347,0,303,2,2,4,2041,4,REFUNDED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
7166,5000007165,1000005348,0,724,1,2,1,2570,1,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
7167,5000007166,1000005349,0,1086,1,2,1,3105,1,PAID,ARS,2,12000.0,0.0,24000.0,24000.0,58200.0,12222.0,0.0,70422.0
7168,5000007167,1000005349,0,1086,1,2,1,3105,1,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,58200.0,12222.0,0.0,70422.0
7169,5000007168,1000005350,0,514,2,2,1,609,1,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7170,5000007169,1000005351,0,1475,1,1,0,462,1157,CREATED,ARS,3,12000.0,0.0,36000.0,36000.0,49500.0,10395.0,900.0,60795.0
7171,5000007170,1000005351,0,1475,2,1,0,462,1157,CREATED,ARS,1,13500.0,0.0,13500.0,13500.0,49500.0,10395.0,900.0,60795.0
7172,5000007171,1000005352,0,963,1,1,0,0,3142,CANCELLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1200.0,43888.8
7173,5000007172,1000005353,0,330,2,2,3,0,3,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
7174,5000007173,1000005354,0,435,1,2,2,1712,2,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,43200.0,9072.0,0.0,52272.0
7175,5000007174,1000005354,0,435,1,2,2,1712,2,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,43200.0,9072.0,0.0,52272.0
7176,5000007175,1000005355,0,1292,2,1,0,778,2170,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,1200.0,33870.0
7177,5000007176,1000005356,0,983,1,1,0,2935,2069,CANCELLED,ARS,1,13200.0,0.0,13200.0,13200.0,49200.0,10332.0,900.0,60432.0
7178,5000007177,1000005356,0,983,1,1,0,2935,2069,CANCELLED,ARS,3,12000.0,0.0,36000.0,36000.0,49200.0,10332.0,900.0,60432.0
7179,5000007178,1000005357,0,1235,1,1,0,3138,547,FULFILLED,ARS,1,12600.0,0.0,12600.0,12600.0,42000.0,8820.0,900.0,51720.0
7180,5000007179,1000005357,0,1235,2,1,0,3138,547,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,42000.0,8820.0,900.0,51720.0
7181,5000007180,1000005358,0,788,1,2,4,942,4,FULFILLED,ARS,3,13200.0,1980.0,39600.0,37620.0,37620.0,7900.2,0.0,45520.2
7182,5000007181,1000005359,0,786,2,2,4,740,4,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
7183,5000007182,1000005360,0,1323,2,1,0,3119,1129,REFUNDED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,1200.0,17535.0
7184,5000007183,1000005361,0,902,1,2,3,2739,3,FULFILLED,ARS,1,10800.0,1080.0,10800.0,9720.0,24720.0,5191.2,0.0,29911.2
7185,5000007184,1000005361,0,902,2,2,3,2739,3,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,24720.0,5191.2,0.0,29911.2
7186,5000007185,1000005362,0,1220,1,2,3,2092,3,FULFILLED,ARS,3,13200.0,3960.0,39600.0,35640.0,35640.0,7484.4,0.0,43124.4
7187,5000007186,1000005363,0,1315,2,2,2,557,2,REFUNDED,ARS,1,15000.0,1500.0,15000.0,13500.0,35100.0,7371.0,0.0,42471.0
7188,5000007187,1000005363,0,1315,1,2,2,557,2,REFUNDED,ARS,2,12000.0,2400.0,24000.0,21600.0,35100.0,7371.0,0.0,42471.0
7189,5000007188,1000005364,0,774,1,1,0,794,1474,FULFILLED,ARS,2,10800.0,2160.0,21600.0,19440.0,19440.0,4082.4,900.0,24422.4
7190,5000007189,1000005365,0,454,2,1,0,2885,2055,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,1500.0,50505.0
7191,5000007190,1000005366,0,1309,1,1,0,1980,3165,FULFILLED,ARS,1,12600.0,252.0,12600.0,12348.0,12348.0,2593.08,0.0,14941.08
7192,5000007191,1000005367,0,1108,1,1,0,1409,890,PAID,ARS,3,12000.0,0.0,36000.0,36000.0,78750.0,16537.5,0.0,95287.5
7193,5000007192,1000005367,0,1108,2,1,0,1409,890,PAID,ARS,3,15000.0,2250.0,45000.0,42750.0,78750.0,16537.5,0.0,95287.5
7194,5000007193,1000005368,0,596,2,2,3,3043,3,CREATED,ARS,2,15750.0,630.0,31500.0,30870.0,57870.0,12152.7,0.0,70022.7
7195,5000007194,1000005368,0,596,2,2,3,3043,3,CREATED,ARS,2,15000.0,3000.0,30000.0,27000.0,57870.0,12152.7,0.0,70022.7
7196,5000007195,1000005369,0,283,1,2,4,1499,4,FULFILLED,ARS,3,12600.0,756.0,37800.0,37044.0,52479.0,11020.59,0.0,63499.59
7197,5000007196,1000005369,0,283,2,2,4,1499,4,FULFILLED,ARS,1,15750.0,315.0,15750.0,15435.0,52479.0,11020.59,0.0,63499.59
7198,5000007197,1000005370,0,1406,1,1,0,1634,1572,CANCELLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
7199,5000007198,1000005371,0,382,2,1,0,1962,1802,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,900.0,55350.0
7200,5000007199,1000005372,0,651,1,2,4,1668,4,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
7201,5000007200,1000005373,0,1160,1,1,0,762,2177,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
7202,5000007201,1000005374,0,414,2,2,2,0,2,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,0.0,17242.5
7203,5000007202,1000005375,0,323,1,2,3,183,3,FULFILLED,ARS,1,12600.0,252.0,12600.0,12348.0,12348.0,2593.08,0.0,14941.08
7204,5000007203,1000005376,0,824,2,1,0,2137,2543,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,900.0,17235.0
7205,5000007204,1000005377,0,1340,1,1,0,1124,2938,FULFILLED,ARS,1,12600.0,1260.0,12600.0,11340.0,64140.0,13469.4,900.0,78509.4
7206,5000007205,1000005377,0,1340,2,1,0,1124,2938,FULFILLED,ARS,2,13500.0,2700.0,27000.0,24300.0,64140.0,13469.4,900.0,78509.4
7207,5000007206,1000005377,0,1340,2,1,0,1124,2938,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,64140.0,13469.4,900.0,78509.4
7208,5000007207,1000005378,0,40,1,2,3,557,3,CANCELLED,ARS,1,12000.0,0.0,12000.0,12000.0,35520.0,7459.2,0.0,42979.2
7209,5000007208,1000005378,0,40,1,2,3,557,3,CANCELLED,ARS,2,12000.0,480.0,24000.0,23520.0,35520.0,7459.2,0.0,42979.2
7210,5000007209,1000005379,0,1456,1,1,0,2074,2892,REFUNDED,ARS,3,13200.0,792.0,39600.0,38808.0,38808.0,8149.68,900.0,47857.68
7211,5000007210,1000005380,0,680,2,1,0,2653,1552,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,1200.0,18442.5
7212,5000007211,1000005381,0,995,1,1,0,1979,1306,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,0.0,41382.0
7213,5000007212,1000005382,0,27,2,2,4,3049,4,FULFILLED,ARS,2,13500.0,0.0,27000.0,27000.0,27000.0,5670.0,0.0,32670.0
7214,5000007213,1000005383,0,54,2,1,0,1435,491,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,1200.0,17535.0
7215,5000007214,1000005384,0,623,1,1,0,0,2912,CREATED,ARS,2,12000.0,0.0,24000.0,24000.0,34800.0,7308.0,1200.0,43308.0
7216,5000007215,1000005384,0,623,1,1,0,0,2912,CREATED,ARS,1,10800.0,0.0,10800.0,10800.0,34800.0,7308.0,1200.0,43308.0
7217,5000007216,1000005385,0,758,1,2,1,2532,1,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
7218,5000007217,1000005386,0,997,1,1,0,1322,2553,CREATED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,0.0,42688.8
7219,5000007218,1000005387,0,1433,2,1,0,609,1767,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,41400.0,8694.0,0.0,50094.0
7220,5000007219,1000005387,0,1433,1,1,0,609,1767,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,41400.0,8694.0,0.0,50094.0
7221,5000007220,1000005388,0,61,1,1,0,196,460,FULFILLED,ARS,2,10800.0,432.0,21600.0,21168.0,40608.0,8527.68,1200.0,50335.68
7222,5000007221,1000005388,0,61,1,1,0,196,460,FULFILLED,ARS,2,10800.0,2160.0,21600.0,19440.0,40608.0,8527.68,1200.0,50335.68
7223,5000007222,1000005389,0,1092,2,1,0,984,651,FULFILLED,ARS,3,15750.0,4725.0,47250.0,42525.0,42525.0,8930.25,1500.0,52955.25
7224,5000007223,1000005390,0,250,2,1,0,2316,1842,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
7225,5000007224,1000005391,0,1043,1,2,1,112,1,FULFILLED,ARS,1,10800.0,1080.0,10800.0,9720.0,9720.0,2041.2,0.0,11761.2
7226,5000007225,1000005392,0,101,1,1,0,0,3023,FULFILLED,ARS,3,10800.0,3240.0,32400.0,29160.0,29160.0,6123.6,1200.0,36483.6
7227,5000007226,1000005393,0,719,2,1,0,1212,1555,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,900.0,18687.0
7228,5000007227,1000005394,0,544,2,1,0,1975,2488,FULFILLED,ARS,1,13500.0,675.0,13500.0,12825.0,12825.0,2693.25,900.0,16418.25
7229,5000007228,1000005395,0,1082,2,1,0,631,1336,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,67200.0,14112.0,1500.0,82812.0
7230,5000007229,1000005395,0,1082,1,1,0,631,1336,FULFILLED,ARS,3,12600.0,0.0,37800.0,37800.0,67200.0,14112.0,1500.0,82812.0
7231,5000007230,1000005396,0,415,1,1,0,1635,1647,PAID,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,1200.0,40404.0
7232,5000007231,1000005397,0,1428,1,1,0,14,286,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,44040.0,9248.4,1200.0,54488.4
7233,5000007232,1000005397,0,1428,1,1,0,14,286,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,44040.0,9248.4,1200.0,54488.4
7234,5000007233,1000005398,0,322,1,2,2,0,2,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,0.0,42688.8
7235,5000007234,1000005399,0,124,2,2,3,2778,3,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,0.0,53361.0
7236,5000007235,1000005400,0,272,2,1,0,3013,35,FULFILLED,ARS,3,16500.0,990.0,49500.0,48510.0,75510.0,15857.1,1500.0,92867.1
7237,5000007236,1000005400,0,272,2,1,0,3013,35,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,75510.0,15857.1,1500.0,92867.1
7238,5000007237,1000005401,0,589,1,1,0,1267,618,CANCELLED,ARS,2,12600.0,2520.0,25200.0,22680.0,66780.0,14023.8,0.0,80803.8
7239,5000007238,1000005401,0,589,2,1,0,1267,618,CANCELLED,ARS,3,15000.0,900.0,45000.0,44100.0,66780.0,14023.8,0.0,80803.8
7240,5000007239,1000005402,0,505,2,2,2,1590,2,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,75150.0,15781.5,0.0,90931.5
7241,5000007240,1000005402,0,505,1,2,2,1590,2,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,75150.0,15781.5,0.0,90931.5
7242,5000007241,1000005403,0,1124,1,1,0,612,2266,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1200.0,28788.0
7243,5000007242,1000005404,0,965,2,1,0,1097,899,FULFILLED,ARS,3,15750.0,4725.0,47250.0,42525.0,65205.0,13693.05,0.0,78898.05
7244,5000007243,1000005404,0,965,1,1,0,1097,899,FULFILLED,ARS,2,12600.0,2520.0,25200.0,22680.0,65205.0,13693.05,0.0,78898.05
7245,5000007244,1000005405,0,320,1,1,0,226,2896,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,23520.0,4939.2,900.0,29359.2
7246,5000007245,1000005406,0,897,2,1,0,600,2669,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,900.0,19050.0
7247,5000007246,1000005407,0,1218,1,2,4,1886,4,REFUNDED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,0.0,14520.0
7248,5000007247,1000005408,0,1483,2,2,1,2852,1,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,0.0,17242.5
7249,5000007248,1000005409,0,694,2,1,0,1424,1026,CANCELLED,ARS,3,15750.0,945.0,47250.0,46305.0,46305.0,9724.05,1200.0,57229.05
7250,5000007249,1000005410,0,728,1,2,4,3151,4,FULFILLED,ARS,1,12600.0,252.0,12600.0,12348.0,55098.0,11570.58,0.0,66668.58
7251,5000007250,1000005410,0,728,2,2,4,3151,4,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,55098.0,11570.58,0.0,66668.58
7252,5000007251,1000005411,0,327,1,2,1,613,1,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,0.0,14520.0
7253,5000007252,1000005412,0,43,2,1,0,851,1739,FULFILLED,ARS,2,16500.0,3300.0,33000.0,29700.0,29700.0,6237.0,900.0,36837.0
7254,5000007253,1000005413,0,962,2,2,4,0,4,FULFILLED,ARS,1,16500.0,330.0,16500.0,16170.0,16170.0,3395.7,0.0,19565.7
7255,5000007254,1000005414,0,1417,2,2,3,3043,3,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
7256,5000007255,1000005415,0,634,1,1,0,2057,1062,PAID,ARS,1,12600.0,252.0,12600.0,12348.0,12348.0,2593.08,1500.0,16441.08
7257,5000007256,1000005416,0,1123,2,2,2,259,2,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
7258,5000007257,1000005417,0,260,2,2,4,112,4,REFUNDED,ARS,3,15000.0,900.0,45000.0,44100.0,67620.0,14200.2,0.0,81820.2
7259,5000007258,1000005417,0,260,1,2,4,112,4,REFUNDED,ARS,2,12000.0,480.0,24000.0,23520.0,67620.0,14200.2,0.0,81820.2
7260,5000007259,1000005418,0,1158,1,1,0,0,1434,FULFILLED,ARS,3,10800.0,0.0,32400.0,32400.0,32400.0,6804.0,0.0,39204.0
7261,5000007260,1000005419,0,616,2,1,0,89,5,PAID,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,1200.0,35685.0
7262,5000007261,1000005420,0,838,2,2,3,1706,3,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,53550.0,11245.5,0.0,64795.5
7263,5000007262,1000005420,0,838,1,2,3,1706,3,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,53550.0,11245.5,0.0,64795.5
7264,5000007263,1000005421,0,1094,2,2,1,2733,1,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,37800.0,7938.0,0.0,45738.0
7265,5000007264,1000005421,0,1094,1,2,1,2733,1,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,37800.0,7938.0,0.0,45738.0
7266,5000007265,1000005422,0,594,2,1,0,2209,1811,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,900.0,55350.0
7267,5000007266,1000005423,0,756,2,1,0,2553,329,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,1200.0,54561.0
7268,5000007267,1000005424,0,1019,1,2,4,2454,4,FULFILLED,ARS,2,13200.0,528.0,26400.0,25872.0,40872.0,8583.12,0.0,49455.12
7269,5000007268,1000005424,0,1019,2,2,4,2454,4,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,40872.0,8583.12,0.0,49455.12
7270,5000007269,1000005425,0,618,2,2,1,2747,1,FULFILLED,ARS,3,16500.0,0.0,49500.0,49500.0,64500.0,13545.0,0.0,78045.0
7271,5000007270,1000005425,0,618,2,2,1,2747,1,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,64500.0,13545.0,0.0,78045.0
7272,5000007271,1000005426,0,75,2,2,3,702,3,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7273,5000007272,1000005427,0,217,2,2,4,233,4,FULFILLED,ARS,2,16500.0,3300.0,33000.0,29700.0,29700.0,6237.0,0.0,35937.0
7274,5000007273,1000005428,0,1365,2,2,3,1661,3,FULFILLED,ARS,1,16500.0,330.0,16500.0,16170.0,16170.0,3395.7,0.0,19565.7
7275,5000007274,1000005429,0,625,1,2,2,3049,2,CANCELLED,ARS,1,12600.0,630.0,12600.0,11970.0,11970.0,2513.7,0.0,14483.7
7276,5000007275,1000005430,0,319,1,1,0,454,2157,FULFILLED,ARS,1,12600.0,630.0,12600.0,11970.0,11970.0,2513.7,1500.0,15983.7
7277,5000007276,1000005431,0,569,1,1,0,1772,2133,FULFILLED,ARS,1,12600.0,1260.0,12600.0,11340.0,26040.0,5468.4,1500.0,33008.4
7278,5000007277,1000005431,0,569,2,1,0,1772,2133,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,26040.0,5468.4,1500.0,33008.4
7279,5000007278,1000005432,0,1469,1,2,4,2515,4,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,0.0,41382.0
7280,5000007279,1000005433,0,1265,2,2,3,2993,3,FULFILLED,ARS,3,15750.0,2362.5,47250.0,44887.5,44887.5,9426.38,0.0,54313.88
7281,5000007280,1000005434,0,128,2,2,3,977,3,PAID,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,0.0,34485.0
7282,5000007281,1000005435,0,377,1,2,3,347,3,FULFILLED,ARS,2,13200.0,528.0,26400.0,25872.0,57222.0,12016.62,0.0,69238.62
7283,5000007282,1000005435,0,377,2,2,3,347,3,FULFILLED,ARS,2,16500.0,1650.0,33000.0,31350.0,57222.0,12016.62,0.0,69238.62
7284,5000007283,1000005436,0,1452,1,1,0,1059,2878,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,900.0,27036.0
7285,5000007284,1000005437,0,150,2,1,0,967,1707,FULFILLED,ARS,1,15750.0,315.0,15750.0,15435.0,15435.0,3241.35,1500.0,20176.35
7286,5000007285,1000005438,0,236,2,1,0,1645,1267,FULFILLED,ARS,3,15750.0,945.0,47250.0,46305.0,46305.0,9724.05,900.0,56929.05
7287,5000007286,1000005439,0,317,1,1,0,2951,1114,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1500.0,29088.0
7288,5000007287,1000005440,0,879,2,1,0,2123,1657,CANCELLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,1200.0,36774.0
7289,5000007288,1000005441,0,445,1,2,4,3155,4,PAID,ARS,2,12600.0,0.0,25200.0,25200.0,25200.0,5292.0,0.0,30492.0
7290,5000007289,1000005442,0,924,2,2,3,0,3,FULFILLED,ARS,3,15750.0,945.0,47250.0,46305.0,46305.0,9724.05,0.0,56029.05
7291,5000007290,1000005443,0,859,1,1,0,2199,1892,FULFILLED,ARS,3,10800.0,0.0,32400.0,32400.0,32400.0,6804.0,1200.0,40404.0
7292,5000007291,1000005444,0,218,1,2,3,35,3,PAID,ARS,1,10800.0,0.0,10800.0,10800.0,10800.0,2268.0,0.0,13068.0
7293,5000007292,1000005445,0,1191,1,2,3,2556,3,FULFILLED,ARS,2,10800.0,432.0,21600.0,21168.0,21168.0,4445.28,0.0,25613.28
7294,5000007293,1000005446,0,522,2,2,2,2580,2,FULFILLED,ARS,1,15750.0,787.5,15750.0,14962.5,44962.5,9442.12,0.0,54404.62
7295,5000007294,1000005446,0,522,2,2,2,2580,2,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,44962.5,9442.12,0.0,54404.62
7296,5000007295,1000005447,0,600,2,1,0,439,2094,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
7297,5000007296,1000005448,0,577,1,2,3,899,3,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,45600.0,9576.0,0.0,55176.0
7298,5000007297,1000005448,0,577,1,2,3,899,3,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,45600.0,9576.0,0.0,55176.0
7299,5000007298,1000005449,0,41,2,2,2,2280,2,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,0.0,34485.0
7300,5000007299,1000005450,0,1251,1,1,0,0,1383,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1200.0,28788.0
7301,5000007300,1000005451,0,887,1,2,3,2904,3,FULFILLED,ARS,1,10800.0,540.0,10800.0,10260.0,36132.0,7587.72,0.0,43719.72
7302,5000007301,1000005451,0,887,1,2,3,2904,3,FULFILLED,ARS,2,13200.0,528.0,26400.0,25872.0,36132.0,7587.72,0.0,43719.72
7303,5000007302,1000005452,0,922,1,1,0,2282,688,FULFILLED,ARS,2,13200.0,1320.0,26400.0,25080.0,25080.0,5266.8,1200.0,31546.8
7304,5000007303,1000005453,0,645,1,2,4,1869,4,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
7305,5000007304,1000005454,0,1090,1,1,0,2671,1596,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,66750.0,14017.5,0.0,80767.5
7306,5000007305,1000005454,0,1090,2,1,0,2671,1596,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,66750.0,14017.5,0.0,80767.5
7307,5000007306,1000005455,0,1323,1,2,1,0,1,PAID,ARS,1,10800.0,1080.0,10800.0,9720.0,9720.0,2041.2,0.0,11761.2
7308,5000007307,1000005456,0,591,2,1,0,549,95,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,52500.0,11025.0,1500.0,65025.0
7309,5000007308,1000005456,0,591,1,1,0,549,95,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,52500.0,11025.0,1500.0,65025.0
7310,5000007309,1000005457,0,67,1,1,0,970,2975,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,1500.0,16020.0
7311,5000007310,1000005458,0,305,1,1,0,1184,2450,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,34800.0,7308.0,1500.0,43608.0
7312,5000007311,1000005458,0,305,1,1,0,1184,2450,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,34800.0,7308.0,1500.0,43608.0
7313,5000007312,1000005459,0,67,1,2,1,851,1,FULFILLED,ARS,3,12600.0,1890.0,37800.0,35910.0,35910.0,7541.1,0.0,43451.1
7314,5000007313,1000005460,0,1146,1,1,0,1178,2574,REFUNDED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,1200.0,30240.0
7315,5000007314,1000005461,0,264,1,2,3,893,3,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,23520.0,4939.2,0.0,28459.2
7316,5000007315,1000005462,0,731,1,1,0,1366,2064,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,61200.0,12852.0,900.0,74952.0
7317,5000007316,1000005462,0,731,1,1,0,1366,2064,FULFILLED,ARS,2,12600.0,0.0,25200.0,25200.0,61200.0,12852.0,900.0,74952.0
7318,5000007317,1000005463,0,1236,1,1,0,1588,806,FULFILLED,ARS,1,10800.0,540.0,10800.0,10260.0,10260.0,2154.6,900.0,13314.6
