payment_sk,payment_id,order_id,method,status,amount,paid_at,transaction_ref
5274,7000005273,1000005273,CASH,PAID,41382.0,2024-12-08 16:18:49,TX-GUHJEOD0S6TS
5275,7000005274,1000005274,CASH,PAID,36209.25,2024-10-04 17:01:21,TX-PHZMHC643Q95
5276,7000005275,1000005275,GATEWAY,PAID,18987.0,2024-06-28 07:18:52,TX-GMMG7GI78OWX
5277,7000005276,1000005276,CASH,REFUNDED,51727.5,2024-08-08 02:11:37,TX-7DT33C1XID4J
5278,7000005277,1000005277,GATEWAY,FAILED,27036.0,,nan
5279,7000005278,1000005278,CARD,PAID,43378.5,2025-01-16 23:03:50,TX-4AL3EHJKVL35
5280,7000005279,1000005279,CARD,PAID,35574.0,2024-07-07 00:53:05,TX-6PGLILRPJP5E
5281,7000005280,1000005280,CARD,FAILED,32236.5,,nan
5282,7000005281,1000005281,CARD,PAID,54261.0,2025-08-17 21:29:03,TX-9ZP0LO8JDUFF
5283,7000005282,1000005282,CARD,PAID,44460.0,2024-04-28 23:03:54,TX-39L2SPT8YCEQ
5284,7000005283,1000005283,CASH,PAID,15972.0,2024-01-23 04:26:58,TX-42K1NM1Q9USG
5285,7000005284,1000005284,TRANSFER,REFUNDED,78408.0,2025-02-21 17:53:33,TX-UM8L4DFN1ISR
5286,7000005285,1000005285,GATEWAY,PAID,43008.0,2025-04-13 02:10:38,TX-BW6AIGCQR4S4
5287,7000005286,1000005286,CARD,PAID,37500.0,2025-04-30 22:34:15,TX-TXCCA3U6D8E8
5288,7000005287,1000005287,CARD,PAID,55650.0,2024-09-18 04:31:42,TX-1HRGMGTQHXT4
5289,7000005288,1000005288,CARD,PAID,17151.75,2024-12-22 11:39:25,TX-T7M7DFOXN7MJ
5290,7000005289,1000005289,CARD,PAID,96886.8,2024-07-16 23:41:18,TX-0HJ7A5D7LAWY
5291,7000005290,1000005290,CARD,PAID,27636.0,2024-07-01 00:36:13,TX-C4WMX2SWG8GX
5292,7000005291,1000005291,CARD,PAID,65723.25,2025-08-12 23:24:32,TX-YZNST2GP5YX2
5293,7000005292,1000005292,GATEWAY,PAID,28488.0,2024-08-26 19:32:40,TX-KE457IY7X1M9
5294,7000005293,1000005293,CASH,PAID,79497.0,2024-05-16 23:05:36,TX-B0OWFP1UNOWS
5295,7000005294,1000005294,CARD,PAID,44188.8,2024-05-12 16:02:29,TX-2GPDN1FVI7IF
5296,7000005295,1000005295,GATEWAY,REFUNDED,29040.0,2025-01-09 15:18:51,TX-CL7F4VMLQ7NN
5297,7000005296,1000005296,CARD,PAID,15420.0,2024-04-20 16:11:13,TX-W16FBVETN7C7
5298,7000005297,1000005297,CARD,PAID,30167.4,2024-06-05 13:45:40,TX-9XEC1VH8WAOA
5299,7000005298,1000005298,CARD,PAID,74778.0,2024-02-08 17:31:06,TX-QZKLFMW7CG4Y
5300,7000005299,1000005299,CARD,PAID,27336.0,2025-05-06 11:46:41,TX-6NKK5IWTTV0R
5301,7000005300,1000005300,GATEWAY,PAID,30603.0,2025-09-27 11:11:48,TX-M83FBTG81QWO
5302,7000005301,1000005301,GATEWAY,PAID,24422.4,2024-03-20 23:22:09,TX-DZAZ5XXRNK4M
5303,7000005302,1000005302,CARD,PAID,29088.0,2025-03-23 03:16:58,TX-23EIBDA9AD9K
5304,7000005303,1000005303,CASH,PAID,71511.0,2024-04-03 09:07:27,TX-TU246MXZITUT
5305,7000005304,1000005304,CARD,PAID,14006.64,2025-04-06 00:42:37,TX-1LL9M4V8E1MS
5306,7000005305,1000005305,GATEWAY,PAID,111213.12,2024-07-11 23:19:32,TX-S2RZIPZPUJG8
5307,7000005306,1000005306,GATEWAY,FAILED,13968.0,,nan
5308,7000005307,1000005307,CARD,PAID,50457.0,2024-07-12 14:21:58,TX-7NTXACE69NJG
5309,7000005308,1000005308,GATEWAY,PENDING,15420.0,,nan
5310,7000005309,1000005309,CARD,PAID,90679.5,2025-06-13 05:01:57,TX-X58XHD64GIU4
5311,7000005310,1000005310,GATEWAY,PAID,15129.6,2024-11-20 15:33:25,TX-MNLKDVROZLBO
5312,7000005311,1000005311,CARD,PAID,79172.4,2024-12-10 15:12:14,TX-TLZ99YSD16B9
5313,7000005312,1000005312,CARD,PAID,38419.92,2024-07-28 22:29:12,TX-A8F023QWAFS5
5314,7000005313,1000005313,CASH,PAID,43560.0,2025-02-02 12:43:47,TX-O1KH5IU6WFCJ
5315,7000005314,1000005314,CARD,PAID,18687.0,2024-03-25 23:49:45,TX-OJ3G4RAT37MH
5316,7000005315,1000005315,CARD,FAILED,13068.0,,nan
5317,7000005316,1000005316,CARD,PAID,57528.0,2024-07-04 09:37:36,TX-WOTYL22KJZIZ
5318,7000005317,1000005317,CARD,PAID,14701.5,2025-08-25 23:24:10,TX-7OLZTODGPIZK
5319,7000005318,1000005318,CASH,PAID,34485.0,2024-09-28 17:01:52,TX-JQNYVXCS690B
5320,7000005319,1000005319,CASH,PAID,57172.5,2024-07-20 21:02:20,TX-PGWDQ8N2EXWA
5321,7000005320,1000005320,GATEWAY,PAID,39204.0,2024-08-06 14:59:31,TX-LR3LLIQNU60M
5322,7000005321,1000005321,CASH,FAILED,32488.5,,nan
5323,7000005322,1000005322,CARD,PAID,56410.2,2024-08-11 16:05:03,TX-XUUEFZN3BFTA
5324,7000005323,1000005323,CARD,PAID,18442.5,2025-08-03 04:46:52,TX-E16S5XBR6QI7
5325,7000005324,1000005324,CARD,PAID,14520.0,2024-12-03 17:31:16,TX-CGFUAISVK9TM
5326,7000005325,1000005325,CARD,PAID,95316.3,2024-06-15 16:33:29,TX-QMO2RYIGIX9A
5327,7000005326,1000005326,CARD,PAID,38419.92,2024-03-24 12:55:43,TX-CKK8DUPKWA14
5328,7000005327,1000005327,CARD,PAID,14994.0,2024-07-31 16:02:13,TX-3UWVW6833QC4
5329,7000005328,1000005328,GATEWAY,PAID,51727.5,2025-08-25 08:47:37,TX-FWHM9ZZ5777U
5330,7000005329,1000005329,GATEWAY,PAID,49905.0,2025-02-02 13:16:56,TX-E60P180DHC09
5331,7000005330,1000005330,GATEWAY,PAID,102477.0,2024-05-02 05:00:42,TX-H50JFCWYEB94
5332,7000005331,1000005331,CASH,PAID,54450.0,2025-10-01 05:25:12,TX-3WD6GENREX6N
5333,7000005332,1000005332,CASH,PAID,36300.0,2025-08-22 10:17:46,TX-MNYD6Z6SH502
5334,7000005333,1000005333,CASH,PAID,30492.0,2024-04-16 08:38:09,TX-G7DNUWAYG5N5
5335,7000005334,1000005334,CARD,PAID,35574.0,2025-01-08 19:36:20,TX-OITBKS80JNIT
5336,7000005335,1000005335,CARD,FAILED,58100.25,,nan
5337,7000005336,1000005336,CARD,PAID,27588.0,2024-12-03 09:23:43,TX-3AJQW7F9WL3G
5338,7000005337,1000005337,GATEWAY,PAID,76558.8,2025-08-03 10:16:27,TX-AP5PVAKDIAF0
5339,7000005338,1000005338,CARD,PAID,36474.0,2024-07-08 02:51:10,TX-LGVFBMH59PAX
5340,7000005339,1000005339,CARD,PAID,17535.0,2025-02-24 02:11:14,TX-8T9NV74AY36D
5341,7000005340,1000005340,TRANSFER,PAID,35574.0,2024-06-24 20:21:23,TX-4X9JGA28EH7N
5342,7000005341,1000005341,CARD,FAILED,55902.0,,nan
5343,7000005342,1000005342,GATEWAY,FAILED,15429.6,,nan
5344,7000005343,1000005343,GATEWAY,PAID,55069.2,2025-09-22 17:47:13,TX-SCQWFU4LKBVN
5345,7000005344,1000005344,CARD,PAID,75796.5,2025-02-06 19:12:32,TX-QTXMLCNIA24P
5346,7000005345,1000005345,CARD,PAID,14994.0,2024-12-08 03:47:17,TX-D0VS0DWAKHX0
5347,7000005346,1000005346,CARD,PAID,51727.5,2025-02-08 17:01:09,TX-29EYKG9SCYK9
5348,7000005347,1000005347,CARD,REFUNDED,49005.0,2025-06-03 05:27:04,TX-6JR758RK17MM
5349,7000005348,1000005348,CARD,PAID,43560.0,2025-09-14 03:33:30,TX-W744C8MBJMST
5350,7000005349,1000005349,CASH,PAID,70422.0,2024-04-11 21:32:34,TX-1R5PXTXU7U8R
5351,7000005350,1000005350,TRANSFER,PAID,51727.5,2025-03-17 17:40:44,TX-CUY5SQ3ZMNSV
5352,7000005351,1000005351,CARD,PENDING,60795.0,,nan
5353,7000005352,1000005352,CARD,FAILED,43888.8,,nan
5354,7000005353,1000005353,CASH,PAID,36300.0,2024-05-11 11:34:34,TX-YASUUH2VPH5P
5355,7000005354,1000005354,CARD,PAID,52272.0,2025-09-06 07:06:05,TX-X290WAX864VC
5356,7000005355,1000005355,CARD,PAID,33870.0,2024-05-04 11:18:10,TX-UQ157LY7AXMG
5357,7000005356,1000005356,CARD,FAILED,60432.0,,nan
5358,7000005357,1000005357,GATEWAY,PAID,51720.0,2024-06-14 12:56:17,TX-UH98UMV2X4QQ
5359,7000005358,1000005358,CARD,PAID,45520.2,2024-09-27 11:04:55,TX-XVMEVEB5PH1G
5360,7000005359,1000005359,CARD,PAID,17787.0,2024-04-30 09:43:38,TX-HRFW210P5DQ8
5361,7000005360,1000005360,GATEWAY,REFUNDED,17535.0,2024-05-19 11:46:15,TX-26PTTCMLU1MQ
5362,7000005361,1000005361,CASH,PAID,29911.2,2025-05-28 06:18:47,TX-RJMJ8XOXDOWK
5363,7000005362,1000005362,CASH,PAID,43124.4,2024-01-19 03:11:59,TX-3SHCO64R8CXM
5364,7000005363,1000005363,CASH,REFUNDED,42471.0,2025-04-13 04:09:28,TX-V8RQL5CIJZN4
5365,7000005364,1000005364,CARD,PAID,24422.4,2024-03-05 10:11:11,TX-ECJLJFVFSP68
5366,7000005365,1000005365,CARD,PAID,50505.0,2025-07-09 17:14:36,TX-H6MERZX6PSO6
5367,7000005366,1000005366,GATEWAY,PAID,14941.08,2024-08-29 00:50:19,TX-EU60MWCAHC4X
5368,7000005367,1000005367,CARD,PAID,95287.5,2025-01-29 02:49:31,TX-GC5GTE157SUC
5369,7000005368,1000005368,CASH,PENDING,70022.7,,nan
5370,7000005369,1000005369,CASH,PAID,63499.59,2025-05-23 00:19:35,TX-86BZVWAYKOLK
5371,7000005370,1000005370,CARD,FAILED,26136.0,,nan
5372,7000005371,1000005371,CARD,PAID,55350.0,2024-02-22 13:51:22,TX-NTWZXZ9OGF2B
5373,7000005372,1000005372,CARD,PAID,13068.0,2024-06-17 08:47:07,TX-0X4AAKPIDBYM
5374,7000005373,1000005373,CARD,PAID,13068.0,2024-07-07 14:14:20,TX-FSLC9OXB49TA
5375,7000005374,1000005374,CARD,PAID,17242.5,2025-07-08 15:02:13,TX-0EP4VGCVFP5O
5376,7000005375,1000005375,CASH,PAID,14941.08,2025-05-24 11:50:23,TX-YD1SSNI4E799
5377,7000005376,1000005376,CARD,PAID,17235.0,2024-10-25 07:09:05,TX-DE8R3RAXZ2T7
5378,7000005377,1000005377,GATEWAY,PAID,78509.4,2024-11-19 01:37:15,TX-K4AKX9G7AN7L
5379,7000005378,1000005378,CASH,FAILED,42979.2,,nan
5380,7000005379,1000005379,CARD,REFUNDED,47857.68,2025-09-30 17:53:32,TX-GZI7DZII6TUB
5381,7000005380,1000005380,GATEWAY,PAID,18442.5,2025-02-01 08:45:22,TX-HW85FVQU6ZI2
5382,7000005381,1000005381,CARD,PAID,41382.0,2024-08-01 13:05:38,TX-ZAWRLKIVOFVY
5383,7000005382,1000005382,CARD,PAID,32670.0,2024-01-09 02:52:57,TX-G6287JRJR1OF
5384,7000005383,1000005383,CARD,PAID,17535.0,2024-11-22 15:19:13,TX-BJ7X2AH4THJF
5385,7000005384,1000005384,GATEWAY,PENDING,43308.0,,nan
5386,7000005385,1000005385,CASH,PAID,26136.0,2025-02-10 16:41:42,TX-51J4TEXPP8H4
5387,7000005386,1000005386,GATEWAY,PENDING,42688.8,,nan
5388,7000005387,1000005387,GATEWAY,PAID,50094.0,2025-01-15 03:05:12,TX-VEZESAHMXXHQ
5389,7000005388,1000005388,CARD,PAID,50335.68,2025-08-31 19:00:31,TX-R76TEM0JOBQR
5390,7000005389,1000005389,CARD,PAID,52955.25,2024-11-24 19:02:37,TX-0YYOA21WWG96
5391,7000005390,1000005390,GATEWAY,PAID,36300.0,2024-12-02 18:37:41,TX-LTII3GQOIGPT
5392,7000005391,1000005391,CASH,PAID,11761.2,2025-08-03 02:24:56,TX-PSQ7XLWC6AIR
5393,7000005392,1000005392,GATEWAY,PAID,36483.6,2024-05-13 13:06:29,TX-R5ZM6PDGVWZK
5394,7000005393,1000005393,CARD,PAID,18687.0,2024-02-07 14:24:52,TX-CJP24DKGK0ZS
5395,7000005394,1000005394,CARD,PAID,16418.25,2024-08-24 05:28:10,TX-NWG44FH379WP
5396,7000005395,1000005395,CARD,PAID,82812.0,2024-04-23 05:29:46,TX-MTK4HIOL5N0M
5397,7000005396,1000005396,GATEWAY,PAID,40404.0,2025-03-02 10:35:37,TX-PXU0O75PUY4N
5398,7000005397,1000005397,GATEWAY,PAID,54488.4,2024-08-22 22:49:03,TX-WEDRPOQ3ODBK
5399,7000005398,1000005398,CARD,PAID,42688.8,2025-05-07 16:46:55,TX-GEXXWVE32RYM
5400,7000005399,1000005399,CASH,PAID,53361.0,2025-06-19 19:48:42,TX-KDK1T0R7YU71
5401,7000005400,1000005400,CARD,PAID,92867.1,2025-03-04 02:19:16,TX-NWC3P25PJEI7
5402,7000005401,1000005401,CARD,FAILED,80803.8,,nan
5403,7000005402,1000005402,CASH,PAID,90931.5,2024-02-01 15:30:17,TX-285P7IVTHH9O
5404,7000005403,1000005403,CARD,PAID,28788.0,2025-04-06 21:43:04,TX-T449VJE02JWI
5405,7000005404,1000005404,GATEWAY,PAID,78898.05,2025-05-29 21:39:53,TX-BNL2R6Q7KHYV
5406,7000005405,1000005405,CARD,PAID,29359.2,2024-04-14 01:35:37,TX-4M69A9F0IL97
5407,7000005406,1000005406,CARD,PAID,19050.0,2025-07-06 08:06:22,TX-TTB103YW9ODL
5408,7000005407,1000005407,CARD,REFUNDED,14520.0,2024-02-03 15:28:13,TX-BXIKHSOMXFYW
5409,7000005408,1000005408,CASH,PAID,17242.5,2025-07-18 23:21:00,TX-ZBP62U2AUXIS
5410,7000005409,1000005409,GATEWAY,FAILED,57229.05,,nan
5411,7000005410,1000005410,CASH,PAID,66668.58,2025-06-02 15:05:36,TX-5K5ANZKQGEXQ
5412,7000005411,1000005411,CASH,PAID,14520.0,2024-11-30 16:33:41,TX-8E6R5068EY3Q
5413,7000005412,1000005412,GATEWAY,PAID,36837.0,2024-03-05 07:21:15,TX-STWMNPQTD3AT
5414,7000005413,1000005413,CASH,PAID,19565.7,2024-03-23 04:48:51,TX-GLY3GNPVMDQ6
5415,7000005414,1000005414,CARD,PAID,35574.0,2024-05-30 22:48:32,TX-NR93JP58O17R
5416,7000005415,1000005415,GATEWAY,PAID,16441.08,2025-05-07 03:15:47,TX-QQWWDL8O0IYN
5417,7000005416,1000005416,CASH,PAID,17787.0,2024-11-16 23:12:53,TX-FKW5G1ZN8R8A
5418,7000005417,1000005417,CASH,REFUNDED,81820.2,2024-02-07 19:27:26,TX-QTBSG2RKLTW3
5419,7000005418,1000005418,GATEWAY,PAID,39204.0,2024-01-28 12:05:31,TX-UGKYHYBQFSWL
5420,7000005419,1000005419,GATEWAY,PAID,35685.0,2025-08-02 10:53:04,TX-LZ84JAT0I9VC
5421,7000005420,1000005420,CARD,PAID,64795.5,2025-09-28 19:30:15,TX-0OCMC9DJP4WM
5422,7000005421,1000005421,CARD,PAID,45738.0,2024-03-15 15:32:28,TX-SGRPPV5K0GDI
5423,7000005422,1000005422,GATEWAY,PAID,55350.0,2024-02-06 02:17:23,TX-E8BZ43ETWEXY
5424,7000005423,1000005423,CARD,PAID,54561.0,2025-09-09 05:12:19,TX-4K3ACM4HENN3
5425,7000005424,1000005424,CASH,PAID,49455.12,2025-08-16 06:47:28,TX-23THO4NFXG4E
5426,7000005425,1000005425,CARD,PAID,78045.0,2025-01-16 13:04:21,TX-RYUJHYNUWYS5
5427,7000005426,1000005426,CARD,PAID,51727.5,2024-06-25 06:29:52,TX-BQLT03IY2685
5428,7000005427,1000005427,CASH,PAID,35937.0,2024-12-03 22:08:52,TX-TW1S0G0HP4KX
5429,7000005428,1000005428,CASH,PAID,19565.7,2024-05-08 17:32:31,TX-HQ0OQ2A3HG8S
5430,7000005429,1000005429,CASH,FAILED,14483.7,,nan
5431,7000005430,1000005430,CARD,PAID,15983.7,2024-08-24 14:03:39,TX-3HA2RLM9RLZI
5432,7000005431,1000005431,CARD,PAID,33008.4,2024-02-03 06:28:48,TX-GW55WGWHG81N
5433,7000005432,1000005432,CARD,PAID,41382.0,2025-02-26 17:03:52,TX-838GURP8JQSS
5434,7000005433,1000005433,CASH,PAID,54313.88,2024-05-12 02:29:30,TX-UMS58LZ2M3P6
5435,7000005434,1000005434,TRANSFER,PAID,34485.0,2024-08-07 20:18:52,TX-7NXK1Y5C29I2
5436,7000005435,1000005435,CASH,PAID,69238.62,2024-09-29 17:13:10,TX-WVWA4F7GSV7N
5437,7000005436,1000005436,GATEWAY,PAID,27036.0,2025-09-20 21:30:43,TX-ZE7VX1NBIN3F
5438,7000005437,1000005437,GATEWAY,PAID,20176.35,2024-05-23 03:22:43,TX-DFFSGDBXHQ8W
5439,7000005438,1000005438,CARD,PAID,56929.05,2024-07-09 05:25:50,TX-GR7BHOYAND4X
5440,7000005439,1000005439,CARD,PAID,29088.0,2024-01-29 15:04:13,TX-0Q96NLACYQG2
5441,7000005440,1000005440,GATEWAY,FAILED,36774.0,,nan
5442,7000005441,1000005441,TRANSFER,PAID,30492.0,2024-12-18 04:25:32,TX-8O58ZPWFLQPT
5443,7000005442,1000005442,CASH,PAID,56029.05,2024-08-14 09:59:18,TX-WYA3XGQ3VSFB
5444,7000005443,1000005443,CARD,PAID,40404.0,2025-05-03 08:02:54,TX-CCNFSK6M3HX2
5445,7000005444,1000005444,CASH,PAID,13068.0,2024-04-15 09:34:52,TX-GA63OM07BC0Q
5446,7000005445,1000005445,TRANSFER,PAID,25613.28,2024-02-12 01:47:43,TX-UN88W2UGABIQ
5447,7000005446,1000005446,CARD,PAID,54404.62,2024-03-22 03:00:32,TX-69ZP4088C37Z
5448,7000005447,1000005447,CARD,PAID,49005.0,2024-06-14 03:49:52,TX-AUMBZ9Y6L5M7
5449,7000005448,1000005448,TRANSFER,PAID,55176.0,2024-10-21 17:53:07,TX-ZJ3YMZ40OSP9
5450,7000005449,1000005449,CASH,PAID,34485.0,2024-04-09 10:08:31,TX-CL87TZWVYL04
5451,7000005450,1000005450,CARD,PAID,28788.0,2025-08-17 08:30:22,TX-Y360PG2GYPMX
5452,7000005451,1000005451,CASH,PAID,43719.72,2025-03-12 11:31:49,TX-3ZQ15A80JLV6
5453,7000005452,1000005452,GATEWAY,PAID,31546.8,2025-05-03 12:58:58,TX-ZCJ02O5RYSCR
5454,7000005453,1000005453,CASH,PAID,43560.0,2024-10-24 12:09:11,TX-UAC9RQ6U9IR8
5455,7000005454,1000005454,CARD,PAID,80767.5,2024-07-01 15:35:36,TX-PRXFN3MO76U1
5456,7000005455,1000005455,CASH,PAID,11761.2,2024-04-20 03:09:22,TX-20OPWLXGDW6G
5457,7000005456,1000005456,CARD,PAID,65025.0,2024-03-28 09:13:39,TX-3631GZNIO2U7
5458,7000005457,1000005457,CARD,PAID,16020.0,2025-09-28 00:11:59,TX-TCHRQU3JAVK5
5459,7000005458,1000005458,CARD,PAID,43608.0,2024-05-12 14:13:25,TX-DPTUW2OQGOS3
5460,7000005459,1000005459,TRANSFER,PAID,43451.1,2025-09-04 08:25:33,TX-IKWLVBH9HYYC
5461,7000005460,1000005460,CARD,REFUNDED,30240.0,2025-04-08 18:43:04,TX-6PKDWKBAM1BX
5462,7000005461,1000005461,CASH,PAID,28459.2,2025-01-04 05:23:38,TX-QFE1M2BU62RP
5463,7000005462,1000005462,GATEWAY,PAID,74952.0,2024-11-01 15:19:29,TX-CXS0BHRXFIF6
5464,7000005463,1000005463,CARD,PAID,13314.6,2025-06-21 16:04:50,TX-2JA3JA2V3J0D
5465,7000005464,1000005464,CARD,PAID,19350.0,2024-02-21 19:52:18,TX-KO2ZC5Z2K9LK
5466,7000005465,1000005465,TRANSFER,PAID,44467.5,2024-08-22 20:16:16,TX-1U4JQSZW2DCZ
5467,7000005466,1000005466,GATEWAY,PAID,48024.9,2025-09-29 11:51:13,TX-NLRPJV5NXHCM
5468,7000005467,1000005467,CARD,PAID,34485.0,2025-09-20 11:13:59,TX-KQC4M2LR7FIN
5469,7000005468,1000005468,GATEWAY,FAILED,58108.8,,nan
5470,7000005469,1000005469,CARD,REFUNDED,15429.6,2024-08-01 09:18:48,TX-WJ9YL8T9J6JV
5471,7000005470,1000005470,GATEWAY,PAID,40104.0,2024-07-18 21:48:51,TX-W5A2M24V8B2A
5472,7000005471,1000005471,GATEWAY,PAID,46710.6,2025-02-23 05:11:10,TX-VT99BVSCH4II
5473,7000005472,1000005472,CARD,PAID,60831.3,2025-02-18 09:23:48,TX-YKYM5Y3F979U
5474,7000005473,1000005473,GATEWAY,PAID,79801.92,2024-05-04 18:03:47,TX-ZMPCE8EA8J7I
5475,7000005474,1000005474,GATEWAY,PAID,16335.0,2025-05-24 12:45:26,TX-2IW4AG7FVMJD
5476,7000005475,1000005475,TRANSFER,PAID,12414.6,2024-04-12 09:35:06,TX-KCUNP8O05GL0
5477,7000005476,1000005476,CARD,PAID,50205.0,2025-05-14 19:53:42,TX-A3OG1JBC2Z5E
5478,7000005477,1000005477,GATEWAY,PAID,14694.0,2025-08-28 11:30:08,TX-S6S6AKU74IGU
5479,7000005478,1000005478,CARD,REFUNDED,17151.75,2025-05-26 13:18:34,TX-RSND184PVCY4
5480,7000005479,1000005479,GATEWAY,PAID,17535.0,2024-10-29 18:23:31,TX-SQX3MO7KJ03Z
5481,7000005480,1000005480,CASH,PAID,31305.12,2024-03-12 00:33:39,TX-64O483X4XRFO
5482,7000005481,1000005481,CASH,PAID,39131.4,2025-08-12 05:17:21,TX-X8H4Q6R0DCQY
5483,7000005482,1000005482,CARD,PAID,14268.0,2025-04-30 17:15:59,TX-XJ83XPI28HJG
5484,7000005483,1000005483,GATEWAY,PAID,89583.24,2024-04-19 03:29:27,TX-5H8KEZLRHDTH
5485,7000005484,1000005484,CARD,PAID,17835.0,2024-12-10 02:59:25,TX-BXQ2RBWAI7YW
5486,7000005485,1000005485,GATEWAY,PAID,37200.0,2025-02-09 10:10:19,TX-GX50CTN2K7UW
5487,7000005486,1000005486,CARD,PAID,15129.6,2024-04-02 13:19:32,TX-CRI0VD94SXJR
5488,7000005487,1000005487,CASH,PAID,29040.0,2024-07-19 13:27:53,TX-EV31F96JJ7WC
5489,7000005488,1000005488,CARD,PAID,77647.8,2025-06-06 05:34:24,TX-0S0PYUTXPZ2X
5490,7000005489,1000005489,CARD,PAID,15720.0,2024-08-17 12:51:39,TX-FLQR44QB9B3Z
5491,7000005490,1000005490,CASH,PAID,62980.5,2025-06-21 06:48:52,TX-SUZHHOBQXG3O
5492,7000005491,1000005491,CARD,PAID,50205.0,2024-06-28 06:35:26,TX-D3WGVSXQ86HH
5493,7000005492,1000005492,CASH,PAID,49005.0,2025-02-07 09:41:10,TX-0USUHN5SUJRH
5494,7000005493,1000005493,GATEWAY,PAID,44460.0,2025-04-29 07:35:59,TX-C3IIXRDAZ83Q
5495,7000005494,1000005494,CARD,PAID,27036.0,2024-11-04 21:05:18,TX-2O2C78KKPHHW
5496,7000005495,1000005495,CARD,FAILED,43451.1,,nan
5497,7000005496,1000005496,CARD,PAID,40404.0,2025-06-05 06:39:09,TX-7EIWU3ES7GQS
5498,7000005497,1000005497,GATEWAY,PAID,15720.0,2024-12-18 13:36:04,TX-H5KZZ40S1REY
5499,7000005498,1000005498,CARD,FAILED,33668.25,,nan
5500,7000005499,1000005499,GATEWAY,FAILED,55405.5,,nan
5501,7000005500,1000005500,CASH,PAID,28459.2,2024-08-28 22:36:28,TX-XAED6XXDRXU3
5502,7000005501,1000005501,CARD,PAID,17242.5,2024-12-15 19:16:49,TX-0T5XRPTPK62F
5503,7000005502,1000005502,CARD,FAILED,18676.35,,nan
5504,7000005503,1000005503,GATEWAY,PAID,14520.0,2025-09-15 15:26:10,TX-O0CM5FMYCW0N
5505,7000005504,1000005504,CARD,PAID,37500.0,2024-06-05 10:53:35,TX-70DCD3HK5LEF
5506,7000005505,1000005505,CASH,PAID,16335.0,2025-05-18 13:02:27,TX-RHSOZCS4USSD
5507,7000005506,1000005506,CASH,PAID,110533.5,2024-04-10 09:03:31,TX-OH4NMBLNXGXU
5508,7000005507,1000005507,GATEWAY,PAID,44351.1,2024-08-22 10:05:50,TX-DY2PSGOSTU2I
5509,7000005508,1000005508,CASH,PAID,32670.0,2024-04-24 22:34:58,TX-RWDP7W7BBLV3
5510,7000005509,1000005509,CARD,PAID,54313.88,2024-12-12 14:32:57,TX-K6WV6S4WNQXF
5511,7000005510,1000005510,GATEWAY,PAID,30240.0,2025-06-26 06:25:55,TX-MGYZII8SU6PD
5512,7000005511,1000005511,CASH,PAID,17242.5,2025-03-23 09:31:00,TX-FDEIDPG3IKXJ
5513,7000005512,1000005512,GATEWAY,PAID,14268.0,2024-08-21 23:55:06,TX-KG8U3P84FM6V
5514,7000005513,1000005513,TRANSFER,PAID,17242.5,2025-09-26 13:13:14,TX-JKWBTR11BBBV
5515,7000005514,1000005514,CARD,PAID,49005.0,2024-07-09 14:17:43,TX-KVSA1E8VG3M2
5516,7000005515,1000005515,CASH,PAID,119517.75,2024-11-24 08:33:11,TX-W0Y0S8XOMQG1
5517,7000005516,1000005516,CARD,PAID,19287.0,2025-10-01 06:56:00,TX-2X4TCZEYSGCX
5518,7000005517,1000005517,GATEWAY,PAID,78752.85,2024-07-24 03:05:48,TX-S37A2CTMLJNF
5519,7000005518,1000005518,CASH,REFUNDED,31036.5,2025-06-13 03:46:05,TX-7RGHBSAJJBJ5
5520,7000005519,1000005519,CARD,PAID,28459.2,2025-04-10 11:33:53,TX-HFDS7ZJI781Y
5521,7000005520,1000005520,GATEWAY,PAID,87748.8,2024-04-22 09:03:17,TX-KXYCH6MWDJ1P
5522,7000005521,1000005521,CARD,PAID,47754.75,2025-09-21 17:14:37,TX-RVS58L03QLH2
5523,7000005522,1000005522,GATEWAY,PAID,79390.2,2024-05-19 13:38:11,TX-Y2AIME29VVEY
5524,7000005523,1000005523,GATEWAY,PAID,15518.25,2024-07-30 14:02:33,TX-SZRHXVSTEPSO
5525,7000005524,1000005524,GATEWAY,PAID,20865.0,2025-08-29 01:51:50,TX-UC9MWPRV97YN
5526,7000005525,1000005525,CARD,PAID,29461.08,2025-05-14 14:44:01,TX-LYKSWMN2NUX4
5527,7000005526,1000005526,GATEWAY,PAID,14268.0,2024-01-03 14:01:50,TX-K5E13AF3WJ6X
5528,7000005527,1000005527,CASH,PAID,53361.0,2025-03-16 13:18:07,TX-13MROZQN12RT
5529,7000005528,1000005528,CARD,PAID,15683.7,2024-01-29 19:31:06,TX-EX87RZLXK1UX
5530,7000005529,1000005529,GATEWAY,FAILED,73834.2,,nan
5531,7000005530,1000005530,CARD,PAID,34485.0,2025-01-09 21:01:25,TX-4558B79RCBYY
5532,7000005531,1000005531,CASH,PAID,45738.0,2024-02-01 05:56:47,TX-H0ZO9N5GY6R2
5533,7000005532,1000005532,CARD,PAID,54450.0,2025-03-01 10:28:09,TX-X4LCRJG9O1PV
5534,7000005533,1000005533,GATEWAY,PAID,32670.0,2025-02-26 03:07:50,TX-B83YBRP7TSC5
5535,7000005534,1000005534,CARD,PAID,44823.24,2025-08-29 21:56:01,TX-013NHHYXP6HI
