nps_sk,nps_id,customer_sk,channel_sk,responded_date_sk,score,comment,comment_length
950,13000000949,418,1,0,10.0,Muy conforme con la calidad,27
951,13000000950,196,1,0,6.0,Volvería a comprar,18
952,13000000951,304,1,0,10.0,,3
953,13000000952,1434,2,0,9.0,,3
954,13000000953,453,2,0,10.0,Volvería a comprar,18
955,13000000954,1040,2,0,4.0,Tardó un poco más de lo esperado,32
956,13000000955,107,1,0,10.0,Atención muy buena,18
957,13000000956,887,2,0,8.0,Muy conforme con la calidad,27
958,13000000957,837,1,0,10.0,,3
959,13000000958,1327,1,0,9.0,Todo perfecto,13
960,13000000959,836,1,0,9.0,Podría mejorar el empaque,25
961,13000000960,1413,1,0,8.0,Podría mejorar el empaque,25
962,13000000961,621,2,0,9.0,Atención muy buena,18
963,13000000962,947,1,0,6.0,,3
964,13000000963,1015,1,0,8.0,Entrega rápida y producto excelente,35
965,13000000964,458,2,0,9.0,Muy conforme con la calidad,27
966,13000000965,1462,1,0,9.0,,3
967,13000000966,289,2,0,3.0,Todo perfecto,13
968,13000000967,1318,2,0,0.0,Podría mejorar el empaque,25
969,13000000968,720,2,0,6.0,Todo perfecto,13
970,13000000969,350,2,0,7.0,Entrega rápida y producto excelente,35
971,13000000970,1276,1,0,8.0,Volvería a comprar,18
972,13000000971,1141,2,0,10.0,,3
973,13000000972,640,2,0,10.0,,3
974,13000000973,8,2,0,8.0,Todo perfecto,13
975,13000000974,666,2,0,8.0,,3
976,13000000975,1451,1,0,10.0,Podría mejorar el empaque,25
977,13000000976,384,1,0,6.0,Muy conforme con la calidad,27
978,13000000977,1130,1,0,10.0,Atención muy buena,18
979,13000000978,547,1,0,8.0,Entrega rápida y producto excelente,35
980,13000000979,1228,1,0,10.0,Tardó un poco más de lo esperado,32
981,13000000980,1209,1,0,9.0,Todo perfecto,13
982,13000000981,1489,1,0,9.0,Entrega rápida y producto excelente,35
983,13000000982,4,1,0,10.0,Todo perfecto,13
984,13000000983,760,1,0,9.0,Atención muy buena,18
985,13000000984,286,1,0,9.0,Entrega rápida y producto excelente,35
986,13000000985,951,1,0,10.0,Atención muy buena,18
987,13000000986,487,2,0,10.0,Atención muy buena,18
988,13000000987,1218,2,0,2.0,Atención muy buena,18
989,13000000988,522,1,0,5.0,Entrega rápida y producto excelente,35
990,13000000989,468,1,0,8.0,Podría mejorar el empaque,25
991,13000000990,703,2,0,10.0,Entrega rápida y producto excelente,35
992,13000000991,1000,1,0,9.0,Atención muy buena,18
993,13000000992,137,2,0,10.0,,3
994,13000000993,168,2,0,9.0,,3
995,13000000994,452,2,0,10.0,,3
996,13000000995,1210,2,0,2.0,Tardó un poco más de lo esperado,32
997,13000000996,599,2,0,10.0,Podría mejorar el empaque,25
998,13000000997,734,1,0,10.0,Tardó un poco más de lo esperado,32
999,13000000998,27,2,0,9.0,Atención muy buena,18
1000,13000000999,1186,1,0,10.0,Tardó un poco más de lo esperado,32
1001,13000001000,1227,2,0,5.0,Entrega rápida y producto excelente,35
1002,13000001001,1338,2,0,9.0,Muy conforme con la calidad,27
1003,13000001002,1275,2,0,7.0,Entrega rápida y producto excelente,35
1004,13000001003,934,1,0,6.0,Todo perfecto,13
1005,13000001004,883,2,0,10.0,Tardó un poco más de lo esperado,32
1006,13000001005,624,1,0,8.0,,3
1007,13000001006,1272,1,0,7.0,Podría mejorar el empaque,25
1008,13000001007,746,2,0,10.0,,3
1009,13000001008,858,1,0,8.0,Tardó un poco más de lo esperado,32
1010,13000001009,393,1,0,10.0,Volvería a comprar,18
1011,13000001010,990,1,0,10.0,Entrega rápida y producto excelente,35
1012,13000001011,769,1,0,7.0,Volvería a comprar,18
1013,13000001012,496,1,0,2.0,Muy conforme con la calidad,27
1014,13000001013,401,1,0,7.0,Tardó un poco más de lo esperado,32
1015,13000001014,1042,1,0,10.0,Todo perfecto,13
1016,13000001015,1101,2,0,6.0,,3
1017,13000001016,15,1,0,9.0,,3
1018,13000001017,748,1,0,7.0,Podría mejorar el empaque,25
1019,13000001018,825,1,0,10.0,Atención muy buena,18
1020,13000001019,957,2,0,7.0,Entrega rápida y producto excelente,35
1021,13000001020,528,1,0,3.0,Tardó un poco más de lo esperado,32
1022,13000001021,1422,1,0,1.0,Volvería a comprar,18
1023,13000001022,71,1,0,5.0,Entrega rápida y producto excelente,35
1024,13000001023,1375,2,0,5.0,Tardó un poco más de lo esperado,32
1025,13000001024,504,2,0,9.0,Entrega rápida y producto excelente,35
1026,13000001025,1257,2,0,8.0,Podría mejorar el empaque,25
1027,13000001026,1165,2,0,2.0,Muy conforme con la calidad,27
1028,13000001027,39,1,0,8.0,Tardó un poco más de lo esperado,32
1029,13000001028,102,2,0,3.0,Muy conforme con la calidad,27
1030,13000001029,863,1,0,7.0,,3
1031,13000001030,494,1,0,3.0,Entrega rápida y producto excelente,35
1032,13000001031,1132,1,0,5.0,Muy conforme con la calidad,27
1033,13000001032,723,1,0,9.0,Volvería a comprar,18
1034,13000001033,280,2,0,9.0,Podría mejorar el empaque,25
1035,13000001034,765,1,0,8.0,Todo perfecto,13
1036,13000001035,778,1,0,1.0,Todo perfecto,13
1037,13000001036,428,1,0,8.0,Podría mejorar el empaque,25
1038,13000001037,559,2,0,7.0,Podría mejorar el empaque,25
1039,13000001038,1318,2,0,10.0,Podría mejorar el empaque,25
1040,13000001039,1451,1,0,6.0,Atención muy buena,18
1041,13000001040,994,1,0,4.0,Todo perfecto,13
1042,13000001041,311,1,0,5.0,Atención muy buena,18
1043,13000001042,282,1,0,8.0,Atención muy buena,18
1044,13000001043,94,2,0,9.0,Todo perfecto,13
1045,13000001044,1359,1,0,9.0,Muy conforme con la calidad,27
1046,13000001045,1400,2,0,8.0,,3
1047,13000001046,244,2,0,7.0,Todo perfecto,13
1048,13000001047,295,1,0,8.0,Muy conforme con la calidad,27
1049,13000001048,731,1,0,1.0,,3
1050,13000001049,1191,2,0,7.0,Tardó un poco más de lo esperado,32
1051,13000001050,1104,1,0,8.0,Atención muy buena,18
1052,13000001051,489,2,0,7.0,Volvería a comprar,18
1053,13000001052,1096,2,0,7.0,Muy conforme con la calidad,27
1054,13000001053,1253,1,0,1.0,Volvería a comprar,18
1055,13000001054,987,1,0,8.0,,3
1056,13000001055,43,1,0,8.0,Todo perfecto,13
1057,13000001056,268,1,0,9.0,Podría mejorar el empaque,25
1058,13000001057,1045,1,0,9.0,Tardó un poco más de lo esperado,32
1059,13000001058,1410,1,0,4.0,,3
1060,13000001059,859,1,0,10.0,Atención muy buena,18
1061,13000001060,353,1,0,7.0,Entrega rápida y producto excelente,35
1062,13000001061,350,2,0,10.0,Volvería a comprar,18
1063,13000001062,663,2,0,3.0,,3
1064,13000001063,601,1,0,7.0,Muy conforme con la calidad,27
1065,13000001064,468,1,0,6.0,Volvería a comprar,18
1066,13000001065,975,2,0,10.0,Tardó un poco más de lo esperado,32
1067,13000001066,1041,2,0,10.0,Muy conforme con la calidad,27
1068,13000001067,439,2,0,6.0,Atención muy buena,18
1069,13000001068,1120,1,0,8.0,Volvería a comprar,18
1070,13000001069,948,1,0,9.0,,3
1071,13000001070,1090,2,0,7.0,Muy conforme con la calidad,27
1072,13000001071,771,1,0,0.0,Muy conforme con la calidad,27
1073,13000001072,1337,2,0,7.0,Muy conforme con la calidad,27
1074,13000001073,1269,2,0,5.0,Podría mejorar el empaque,25
1075,13000001074,1052,1,0,10.0,Entrega rápida y producto excelente,35
1076,13000001075,628,1,0,5.0,Podría mejorar el empaque,25
1077,13000001076,589,2,0,8.0,Podría mejorar el empaque,25
1078,13000001077,326,1,0,0.0,,3
1079,13000001078,1463,1,0,9.0,Volvería a comprar,18
1080,13000001079,1131,2,0,3.0,Todo perfecto,13
1081,13000001080,688,1,0,10.0,Todo perfecto,13
1082,13000001081,1135,1,0,6.0,Todo perfecto,13
1083,13000001082,516,2,0,8.0,Entrega rápida y producto excelente,35
1084,13000001083,1019,2,0,4.0,Atención muy buena,18
1085,13000001084,1009,1,0,4.0,,3
1086,13000001085,1015,2,0,9.0,Todo perfecto,13
1087,13000001086,234,1,0,9.0,,3
1088,13000001087,699,1,0,3.0,Muy conforme con la calidad,27
1089,13000001088,807,2,0,2.0,Entrega rápida y producto excelente,35
1090,13000001089,945,2,0,9.0,Podría mejorar el empaque,25
1091,13000001090,264,1,0,7.0,Atención muy buena,18
1092,13000001091,405,2,0,7.0,Tardó un poco más de lo esperado,32
1093,13000001092,549,1,0,7.0,,3
1094,13000001093,365,1,0,4.0,Atención muy buena,18
1095,13000001094,1208,1,0,5.0,Podría mejorar el empaque,25
1096,13000001095,1005,1,0,9.0,Entrega rápida y producto excelente,35
1097,13000001096,1437,1,0,5.0,Todo perfecto,13
1098,13000001097,396,1,0,9.0,Todo perfecto,13
1099,13000001098,711,1,0,2.0,Entrega rápida y producto excelente,35
1100,13000001099,497,1,0,9.0,Atención muy buena,18
1101,13000001100,37,1,0,10.0,Muy conforme con la calidad,27
1102,13000001101,380,1,0,8.0,Entrega rápida y producto excelente,35
1103,13000001102,535,2,0,5.0,Muy conforme con la calidad,27
1104,13000001103,651,2,0,8.0,Volvería a comprar,18
1105,13000001104,1085,1,0,9.0,Entrega rápida y producto excelente,35
1106,13000001105,1238,2,0,8.0,Muy conforme con la calidad,27
1107,13000001106,184,1,0,6.0,Muy conforme con la calidad,27
1108,13000001107,498,2,0,7.0,Entrega rápida y producto excelente,35
1109,13000001108,1117,2,0,7.0,Atención muy buena,18
1110,13000001109,469,1,0,10.0,Podría mejorar el empaque,25
1111,13000001110,815,1,0,5.0,Entrega rápida y producto excelente,35
1112,13000001111,282,2,0,10.0,Tardó un poco más de lo esperado,32
1113,13000001112,335,2,0,9.0,,3
1114,13000001113,261,1,0,6.0,Todo perfecto,13
1115,13000001114,540,2,0,7.0,,3
1116,13000001115,989,1,0,6.0,Atención muy buena,18
1117,13000001116,354,1,0,9.0,Atención muy buena,18
1118,13000001117,487,1,0,1.0,,3
1119,13000001118,553,2,0,9.0,Podría mejorar el empaque,25
1120,13000001119,1111,2,0,7.0,Podría mejorar el empaque,25
1121,13000001120,293,1,0,1.0,Volvería a comprar,18
1122,13000001121,814,1,0,7.0,Volvería a comprar,18
1123,13000001122,444,2,0,7.0,Todo perfecto,13
1124,13000001123,69,2,0,8.0,Volvería a comprar,18
1125,13000001124,1074,1,0,8.0,Entrega rápida y producto excelente,35
1126,13000001125,121,2,0,3.0,Entrega rápida y producto excelente,35
1127,13000001126,1418,2,0,3.0,Podría mejorar el empaque,25
1128,13000001127,1317,2,0,4.0,Entrega rápida y producto excelente,35
1129,13000001128,317,1,0,8.0,,3
1130,13000001129,1159,2,0,9.0,Muy conforme con la calidad,27
1131,13000001130,876,1,0,9.0,Podría mejorar el empaque,25
1132,13000001131,159,2,0,8.0,Atención muy buena,18
1133,13000001132,1246,2,0,8.0,Entrega rápida y producto excelente,35
1134,13000001133,831,1,0,9.0,Todo perfecto,13
1135,13000001134,14,2,0,9.0,,3
1136,13000001135,52,2,0,8.0,Tardó un poco más de lo esperado,32
1137,13000001136,63,1,0,0.0,,3
1138,13000001137,714,2,0,7.0,Entrega rápida y producto excelente,35
1139,13000001138,276,2,0,9.0,Atención muy buena,18
1140,13000001139,165,2,0,7.0,Muy conforme con la calidad,27
1141,13000001140,361,1,0,7.0,Podría mejorar el empaque,25
1142,13000001141,1339,1,0,8.0,Podría mejorar el empaque,25
1143,13000001142,56,2,0,9.0,Muy conforme con la calidad,27
1144,13000001143,665,2,0,2.0,Entrega rápida y producto excelente,35
1145,13000001144,1475,1,0,10.0,Todo perfecto,13
1146,13000001145,1356,1,0,7.0,Atención muy buena,18
1147,13000001146,142,2,0,8.0,,3
1148,13000001147,466,2,0,8.0,Podría mejorar el empaque,25
1149,13000001148,1169,1,0,7.0,Tardó un poco más de lo esperado,32
1150,13000001149,634,1,0,9.0,Tardó un poco más de lo esperado,32
1151,13000001150,209,2,0,9.0,Muy conforme con la calidad,27
1152,13000001151,1157,1,0,9.0,Podría mejorar el empaque,25
1153,13000001152,1258,1,0,8.0,Podría mejorar el empaque,25
1154,13000001153,663,1,0,0.0,Todo perfecto,13
1155,13000001154,785,1,0,8.0,Tardó un poco más de lo esperado,32
1156,13000001155,267,2,0,8.0,Todo perfecto,13
1157,13000001156,655,1,0,6.0,Entrega rápida y producto excelente,35
1158,13000001157,757,1,0,7.0,Atención muy buena,18
1159,13000001158,1329,1,0,9.0,Atención muy buena,18
1160,13000001159,542,1,0,10.0,Muy conforme con la calidad,27
1161,13000001160,316,2,0,8.0,Podría mejorar el empaque,25
1162,13000001161,398,1,0,1.0,,3
1163,13000001162,964,1,0,8.0,Entrega rápida y producto excelente,35
1164,13000001163,854,2,0,10.0,Volvería a comprar,18
1165,13000001164,1065,2,0,7.0,Atención muy buena,18
1166,13000001165,359,1,0,9.0,Muy conforme con la calidad,27
1167,13000001166,174,1,0,4.0,Volvería a comprar,18
1168,13000001167,1333,1,0,9.0,Podría mejorar el empaque,25
1169,13000001168,901,2,0,0.0,,3
1170,13000001169,977,1,0,10.0,Podría mejorar el empaque,25
1171,13000001170,757,1,0,7.0,Atención muy buena,18
1172,13000001171,1029,1,0,9.0,,3
1173,13000001172,904,1,0,8.0,Muy conforme con la calidad,27
1174,13000001173,716,1,0,5.0,,3
1175,13000001174,1463,2,0,8.0,,3
1176,13000001175,800,2,0,9.0,Tardó un poco más de lo esperado,32
1177,13000001176,1366,2,0,8.0,,3
1178,13000001177,1009,1,0,8.0,Entrega rápida y producto excelente,35
1179,13000001178,487,2,0,8.0,Podría mejorar el empaque,25
1180,13000001179,970,1,0,9.0,Todo perfecto,13
1181,13000001180,1127,1,0,10.0,,3
1182,13000001181,22,1,0,6.0,Atención muy buena,18
1183,13000001182,1401,1,0,9.0,Todo perfecto,13
1184,13000001183,571,2,0,10.0,Muy conforme con la calidad,27
1185,13000001184,1061,1,0,7.0,Podría mejorar el empaque,25
1186,13000001185,143,1,0,8.0,Muy conforme con la calidad,27
1187,13000001186,712,1,0,1.0,,3
1188,13000001187,649,1,0,6.0,,3
1189,13000001188,317,1,0,8.0,Volvería a comprar,18
1190,13000001189,16,2,0,7.0,Atención muy buena,18
1191,13000001190,175,2,0,9.0,Muy conforme con la calidad,27
1192,13000001191,694,2,0,5.0,,3
1193,13000001192,1377,1,0,9.0,Muy conforme con la calidad,27
1194,13000001193,653,2,0,5.0,Todo perfecto,13
1195,13000001194,1328,1,0,8.0,Todo perfecto,13
1196,13000001195,850,1,0,8.0,,3
1197,13000001196,1043,2,0,10.0,Muy conforme con la calidad,27
1198,13000001197,120,2,0,9.0,Tardó un poco más de lo esperado,32
1199,13000001198,374,1,0,1.0,Podría mejorar el empaque,25
1200,13000001199,1023,2,0,10.0,Entrega rápida y producto excelente,35
1201,13000001200,1435,1,0,4.0,Muy conforme con la calidad,27
1202,13000001201,1022,2,0,4.0,Volvería a comprar,18
1203,13000001202,397,2,0,5.0,Atención muy buena,18
1204,13000001203,539,1,0,1.0,Tardó un poco más de lo esperado,32
1205,13000001204,662,2,0,7.0,Podría mejorar el empaque,25
1206,13000001205,413,2,0,7.0,Podría mejorar el empaque,25
1207,13000001206,978,1,0,7.0,,3
1208,13000001207,94,1,0,8.0,Todo perfecto,13
1209,13000001208,593,2,0,9.0,Volvería a comprar,18
1210,13000001209,3,1,0,10.0,Podría mejorar el empaque,25
1211,13000001210,986,1,0,9.0,Muy conforme con la calidad,27
1212,13000001211,1097,1,0,5.0,Tardó un poco más de lo esperado,32
1213,13000001212,1298,2,0,8.0,Podría mejorar el empaque,25
1214,13000001213,968,2,0,0.0,,3
1215,13000001214,256,2,0,10.0,Entrega rápida y producto excelente,35
1216,13000001215,165,2,0,7.0,Podría mejorar el empaque,25
1217,13000001216,74,2,0,8.0,Volvería a comprar,18
1218,13000001217,610,1,0,9.0,Entrega rápida y producto excelente,35
1219,13000001218,1181,1,0,8.0,Atención muy buena,18
1220,13000001219,1198,1,0,7.0,,3
1221,13000001220,383,2,0,9.0,Tardó un poco más de lo esperado,32
1222,13000001221,327,1,0,4.0,Tardó un poco más de lo esperado,32
1223,13000001222,1118,1,0,3.0,Muy conforme con la calidad,27
1224,13000001223,1093,2,0,5.0,Muy conforme con la calidad,27
1225,13000001224,348,1,0,10.0,Podría mejorar el empaque,25
1226,13000001225,988,1,0,9.0,Tardó un poco más de lo esperado,32
1227,13000001226,1242,1,0,8.0,Atención muy buena,18
1228,13000001227,645,2,0,8.0,,3
1229,13000001228,1068,1,0,7.0,Volvería a comprar,18
1230,13000001229,523,1,0,9.0,Atención muy buena,18
1231,13000001230,624,1,0,0.0,Muy conforme con la calidad,27
1232,13000001231,705,2,0,6.0,Muy conforme con la calidad,27
1233,13000001232,12,2,0,3.0,Entrega rápida y producto excelente,35
1234,13000001233,748,1,0,9.0,,3
1235,13000001234,922,2,0,9.0,,3
1236,13000001235,637,2,0,7.0,Muy conforme con la calidad,27
1237,13000001236,1225,2,0,8.0,Tardó un poco más de lo esperado,32
1238,13000001237,1336,2,0,3.0,Tardó un poco más de lo esperado,32
1239,13000001238,1006,1,0,6.0,Volvería a comprar,18
1240,13000001239,717,1,0,9.0,Tardó un poco más de lo esperado,32
1241,13000001240,1117,1,0,5.0,Entrega rápida y producto excelente,35
1242,13000001241,547,1,0,7.0,Todo perfecto,13
1243,13000001242,1073,2,0,6.0,,3
1244,13000001243,611,2,0,9.0,Tardó un poco más de lo esperado,32
1245,13000001244,1315,2,0,7.0,Muy conforme con la calidad,27
1246,13000001245,881,2,0,10.0,Todo perfecto,13
1247,13000001246,475,1,0,7.0,Tardó un poco más de lo esperado,32
1248,13000001247,1015,1,0,5.0,Muy conforme con la calidad,27
1249,13000001248,574,2,0,7.0,Entrega rápida y producto excelente,35
1250,13000001249,71,1,0,9.0,,3
1251,13000001250,737,2,0,9.0,Muy conforme con la calidad,27
1252,13000001251,1060,2,0,4.0,Atención muy buena,18
1253,13000001252,1145,2,0,8.0,Atención muy buena,18
1254,13000001253,1256,1,0,10.0,Todo perfecto,13
1255,13000001254,1063,2,0,9.0,Tardó un poco más de lo esperado,32
1256,13000001255,551,1,0,0.0,Volvería a comprar,18
1257,13000001256,248,2,0,5.0,Volvería a comprar,18
1258,13000001257,831,1,0,6.0,,3
1259,13000001258,968,2,0,10.0,Entrega rápida y producto excelente,35
1260,13000001259,1010,1,0,3.0,Todo perfecto,13
1261,13000001260,509,2,0,10.0,Tardó un poco más de lo esperado,32
1262,13000001261,767,2,0,8.0,Podría mejorar el empaque,25
1263,13000001262,795,1,0,8.0,Podría mejorar el empaque,25
1264,13000001263,712,1,0,8.0,,3
1265,13000001264,273,1,0,9.0,Entrega rápida y producto excelente,35
1266,13000001265,818,1,0,6.0,Todo perfecto,13
1267,13000001266,513,2,0,6.0,,3
1268,13000001267,1026,2,0,10.0,Todo perfecto,13
1269,13000001268,1347,2,0,8.0,,3
1270,13000001269,258,1,0,2.0,Entrega rápida y producto excelente,35
1271,13000001270,1010,1,0,10.0,Atención muy buena,18
1272,13000001271,220,2,0,7.0,Tardó un poco más de lo esperado,32
1273,13000001272,1048,1,0,8.0,Volvería a comprar,18
1274,13000001273,1300,1,0,8.0,,3
1275,13000001274,262,2,0,8.0,Volvería a comprar,18
1276,13000001275,1141,2,0,10.0,Volvería a comprar,18
1277,13000001276,1234,2,0,8.0,Tardó un poco más de lo esperado,32
1278,13000001277,554,1,0,8.0,Volvería a comprar,18
1279,13000001278,730,1,0,9.0,Entrega rápida y producto excelente,35
1280,13000001279,578,2,0,9.0,Podría mejorar el empaque,25
1281,13000001280,1133,1,0,8.0,Todo perfecto,13
1282,13000001281,272,1,0,9.0,Muy conforme con la calidad,27
1283,13000001282,705,1,0,7.0,Todo perfecto,13
1284,13000001283,1304,2,0,3.0,Volvería a comprar,18
1285,13000001284,1274,2,0,5.0,Podría mejorar el empaque,25
1286,13000001285,38,1,0,1.0,Volvería a comprar,18
1287,13000001286,1037,2,0,1.0,Atención muy buena,18
1288,13000001287,1438,1,0,10.0,Tardó un poco más de lo esperado,32
1289,13000001288,621,1,0,9.0,,3
1290,13000001289,177,1,0,7.0,Todo perfecto,13
1291,13000001290,1116,2,0,6.0,Atención muy buena,18
1292,13000001291,537,2,0,6.0,Muy conforme con la calidad,27
1293,13000001292,233,2,0,10.0,Todo perfecto,13
1294,13000001293,358,1,0,9.0,Tardó un poco más de lo esperado,32
1295,13000001294,544,1,0,6.0,Atención muy buena,18
1296,13000001295,694,2,0,7.0,Muy conforme con la calidad,27
1297,13000001296,1267,2,0,6.0,,3
1298,13000001297,491,1,0,10.0,,3
1299,13000001298,536,1,0,10.0,Volvería a comprar,18
1300,13000001299,403,1,0,6.0,Podría mejorar el empaque,25
1301,13000001300,856,1,0,9.0,Volvería a comprar,18
1302,13000001301,184,2,0,7.0,Todo perfecto,13
1303,13000001302,349,1,0,10.0,Todo perfecto,13
1304,13000001303,356,1,0,4.0,Atención muy buena,18
1305,13000001304,818,2,0,8.0,Podría mejorar el empaque,25
1306,13000001305,1251,2,0,4.0,Todo perfecto,13
1307,13000001306,85,2,0,8.0,Tardó un poco más de lo esperado,32
1308,13000001307,255,1,0,10.0,Podría mejorar el empaque,25
1309,13000001308,929,2,0,8.0,Entrega rápida y producto excelente,35
1310,13000001309,541,2,0,6.0,Muy conforme con la calidad,27
1311,13000001310,116,2,0,4.0,,3
1312,13000001311,402,1,0,8.0,Todo perfecto,13
1313,13000001312,922,2,0,3.0,Entrega rápida y producto excelente,35
1314,13000001313,1484,2,0,6.0,,3
1315,13000001314,986,1,0,1.0,Muy conforme con la calidad,27
1316,13000001315,155,1,0,6.0,Entrega rápida y producto excelente,35
1317,13000001316,138,1,0,7.0,Tardó un poco más de lo esperado,32
1318,13000001317,556,1,0,9.0,,3
1319,13000001318,401,1,0,6.0,,3
1320,13000001319,267,2,0,0.0,Muy conforme con la calidad,27
1321,13000001320,776,1,0,6.0,,3
1322,13000001321,186,1,0,7.0,,3
1323,13000001322,1330,1,0,0.0,Muy conforme con la calidad,27
1324,13000001323,32,1,0,9.0,Muy conforme con la calidad,27
1325,13000001324,7,1,0,6.0,Tardó un poco más de lo esperado,32
1326,13000001325,358,1,0,9.0,Muy conforme con la calidad,27
1327,13000001326,129,1,0,0.0,,3
1328,13000001327,829,2,0,7.0,Atención muy buena,18
1329,13000001328,1129,2,0,9.0,Todo perfecto,13
1330,13000001329,1297,1,0,6.0,Entrega rápida y producto excelente,35
1331,13000001330,1001,1,0,10.0,Atención muy buena,18
1332,13000001331,1222,2,0,9.0,Muy conforme con la calidad,27
1333,13000001332,961,1,0,6.0,Entrega rápida y producto excelente,35
1334,13000001333,147,1,0,9.0,Volvería a comprar,18
1335,13000001334,1439,1,0,9.0,Entrega rápida y producto excelente,35
1336,13000001335,880,2,0,10.0,Atención muy buena,18
1337,13000001336,208,2,0,10.0,Entrega rápida y producto excelente,35
1338,13000001337,1240,2,0,8.0,,3
1339,13000001338,956,2,0,9.0,Tardó un poco más de lo esperado,32
1340,13000001339,1212,2,0,3.0,Volvería a comprar,18
1341,13000001340,112,1,0,9.0,Podría mejorar el empaque,25
1342,13000001341,999,1,0,10.0,Todo perfecto,13
1343,13000001342,1381,1,0,10.0,Atención muy buena,18
1344,13000001343,935,2,0,8.0,,3
1345,13000001344,1412,1,0,10.0,Todo perfecto,13
1346,13000001345,296,1,0,7.0,Podría mejorar el empaque,25
1347,13000001346,933,1,0,3.0,Entrega rápida y producto excelente,35
1348,13000001347,954,1,0,9.0,Volvería a comprar,18
1349,13000001348,269,2,0,7.0,Tardó un poco más de lo esperado,32
1350,13000001349,281,2,0,5.0,Volvería a comprar,18
1351,13000001350,359,2,0,8.0,Muy conforme con la calidad,27
1352,13000001351,492,1,0,9.0,,3
1353,13000001352,489,2,0,5.0,Podría mejorar el empaque,25
1354,13000001353,386,2,0,7.0,Entrega rápida y producto excelente,35
1355,13000001354,1329,1,0,7.0,Entrega rápida y producto excelente,35
1356,13000001355,649,2,0,5.0,Volvería a comprar,18
1357,13000001356,684,1,0,9.0,Tardó un poco más de lo esperado,32
1358,13000001357,928,2,0,8.0,,3
1359,13000001358,1096,1,0,5.0,Muy conforme con la calidad,27
1360,13000001359,546,1,0,10.0,Muy conforme con la calidad,27
1361,13000001360,121,1,0,10.0,,3
1362,13000001361,400,2,0,10.0,Volvería a comprar,18
1363,13000001362,383,1,0,10.0,Tardó un poco más de lo esperado,32
1364,13000001363,518,1,0,9.0,,3
1365,13000001364,1130,2,0,9.0,Atención muy buena,18
1366,13000001365,921,2,0,5.0,Todo perfecto,13
1367,13000001366,42,1,0,8.0,,3
1368,13000001367,1459,1,0,2.0,Muy conforme con la calidad,27
1369,13000001368,1172,2,0,0.0,Atención muy buena,18
1370,13000001369,300,1,0,7.0,Podría mejorar el empaque,25
1371,13000001370,23,2,0,10.0,Todo perfecto,13
1372,13000001371,321,1,0,5.0,Muy conforme con la calidad,27
1373,13000001372,426,1,0,8.0,,3
1374,13000001373,594,2,0,9.0,Volvería a comprar,18
1375,13000001374,1483,2,0,9.0,Podría mejorar el empaque,25
1376,13000001375,1003,1,0,9.0,,3
1377,13000001376,457,2,0,5.0,Todo perfecto,13
1378,13000001377,746,1,0,9.0,Podría mejorar el empaque,25
1379,13000001378,150,2,0,9.0,Volvería a comprar,18
1380,13000001379,1313,1,0,8.0,Volvería a comprar,18
1381,13000001380,1087,2,0,10.0,Muy conforme con la calidad,27
1382,13000001381,835,1,0,9.0,Todo perfecto,13
1383,13000001382,1149,2,0,3.0,,3
1384,13000001383,587,2,0,9.0,Entrega rápida y producto excelente,35
1385,13000001384,257,1,0,7.0,Todo perfecto,13
1386,13000001385,1127,1,0,0.0,Atención muy buena,18
1387,13000001386,1332,1,0,8.0,Entrega rápida y producto excelente,35
1388,13000001387,961,1,0,0.0,Podría mejorar el empaque,25
1389,13000001388,85,2,0,9.0,,3
1390,13000001389,461,2,0,8.0,Atención muy buena,18
1391,13000001390,302,2,0,4.0,Volvería a comprar,18
1392,13000001391,1239,1,0,9.0,,3
1393,13000001392,633,2,0,10.0,,3
1394,13000001393,1475,2,0,9.0,Muy conforme con la calidad,27
1395,13000001394,1377,1,0,9.0,,3
1396,13000001395,719,1,0,3.0,Entrega rápida y producto excelente,35
1397,13000001396,390,1,0,7.0,Muy conforme con la calidad,27
1398,13000001397,541,1,0,3.0,Podría mejorar el empaque,25
1399,13000001398,1181,1,0,7.0,Atención muy buena,18
1400,13000001399,1022,1,0,7.0,Atención muy buena,18
1401,13000001400,485,1,0,7.0,,3
1402,13000001401,1011,1,0,7.0,Tardó un poco más de lo esperado,32
1403,13000001402,771,1,0,6.0,Atención muy buena,18
1404,13000001403,478,2,0,0.0,Entrega rápida y producto excelente,35
1405,13000001404,529,2,0,5.0,Volvería a comprar,18
1406,13000001405,73,1,0,10.0,Muy conforme con la calidad,27
1407,13000001406,615,1,0,5.0,Atención muy buena,18
1408,13000001407,1048,2,0,5.0,,3
1409,13000001408,1292,1,0,3.0,Atención muy buena,18
1410,13000001409,1429,1,0,10.0,Tardó un poco más de lo esperado,32
1411,13000001410,1353,1,0,9.0,,3
1412,13000001411,1322,1,0,8.0,Atención muy buena,18
1413,13000001412,325,1,0,7.0,Muy conforme con la calidad,27
1414,13000001413,1004,1,0,7.0,,3
1415,13000001414,509,2,0,9.0,Tardó un poco más de lo esperado,32
1416,13000001415,1498,1,0,8.0,Entrega rápida y producto excelente,35
1417,13000001416,166,2,0,4.0,Tardó un poco más de lo esperado,32
1418,13000001417,971,2,0,8.0,Podría mejorar el empaque,25
1419,13000001418,1301,2,0,8.0,,3
1420,13000001419,573,2,0,9.0,Muy conforme con la calidad,27
1421,13000001420,730,2,0,7.0,Muy conforme con la calidad,27
