order_item_sk,order_item_id,order_id,order_date,customer_id,product_id,channel_id,store_id,billing_address_id,shipping_address_id,status,currency_code,quantity,unit_price,discount_amount,gross_amount,net_amount,subtotal,tax_amount,shipping_fee,total_amount
7054,5000007053,1000005263,2024-06-11 17:49:26,514,1,1,,,3754,CREATED,ARS,2,12000.0,0.0,24000.0,24000.0,51000.0,10710.0,1200.0,62910.0
7055,5000007054,1000005263,2024-06-11 17:49:26,514,2,1,,,3754,CREATED,ARS,2,15000.0,3000.0,30000.0,27000.0,51000.0,10710.0,1200.0,62910.0
7056,5000007055,1000005264,2025-09-29 23:49:11,131,1,2,2.0,2612.0,2,FULFILLED,ARS,1,13200.0,264.0,13200.0,12936.0,12936.0,2716.56,0.0,15652.56
7057,5000007056,1000005265,2025-08-06 03:09:10,680,1,1,,3003.0,3484,FULFILLED,ARS,3,10800.0,648.0,32400.0,31752.0,31752.0,6667.92,1200.0,39619.92
7058,5000007057,1000005266,2024-05-11 16:22:59,165,2,1,,2581.0,3839,FULFILLED,ARS,2,15750.0,630.0,31500.0,30870.0,30870.0,6482.7,1200.0,38552.7
7059,5000007058,1000005267,2024-07-05 23:34:53,1409,2,2,2.0,1765.0,2,PAID,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,0.0,54450.0
7060,5000007059,1000005268,2025-03-05 23:02:16,548,2,2,2.0,,2,PAID,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
7061,5000007060,1000005269,2024-07-15 08:10:10,941,2,1,,1121.0,2064,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,70425.0,14789.25,900.0,86114.25
7062,5000007061,1000005269,2024-07-15 08:10:10,941,2,1,,1121.0,2064,FULFILLED,ARS,2,15750.0,1575.0,31500.0,29925.0,70425.0,14789.25,900.0,86114.25
7063,5000007062,1000005270,2024-01-23 19:53:20,456,1,2,3.0,2702.0,3,PAID,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
7064,5000007063,1000005271,2024-03-10 18:05:37,675,2,1,,1026.0,2666,REFUNDED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,900.0,37200.0
7065,5000007064,1000005272,2025-02-08 15:04:25,303,2,1,,2477.0,3002,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,900.0,52627.5
7066,5000007065,1000005273,2024-12-07 17:18:49,1371,1,2,4.0,1434.0,4,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,0.0,41382.0
7067,5000007066,1000005274,2024-10-04 13:01:21,225,2,2,3.0,1336.0,3,FULFILLED,ARS,2,15750.0,1575.0,31500.0,29925.0,29925.0,6284.25,0.0,36209.25
7068,5000007067,1000005275,2024-06-27 12:18:52,741,2,1,,2001.0,2075,PAID,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,1200.0,18987.0
7069,5000007068,1000005276,2024-08-07 11:11:37,507,2,2,4.0,4045.0,4,REFUNDED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7070,5000007069,1000005277,2024-12-19 18:57:31,381,1,1,,,3986,CANCELLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,900.0,27036.0
7071,5000007070,1000005278,2025-01-14 00:03:50,166,1,2,4.0,3351.0,4,FULFILLED,ARS,2,10800.0,0.0,21600.0,21600.0,35850.0,7528.5,0.0,43378.5
7072,5000007071,1000005278,2025-01-14 00:03:50,166,2,2,4.0,3351.0,4,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,35850.0,7528.5,0.0,43378.5
7073,5000007072,1000005279,2024-07-04 17:53:05,1440,2,2,3.0,3024.0,3,PAID,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
7074,5000007073,1000005280,2024-03-19 11:06:43,1400,2,1,,4171.0,1456,CANCELLED,ARS,2,13500.0,1350.0,27000.0,25650.0,25650.0,5386.5,1200.0,32236.5
7075,5000007074,1000005281,2025-08-15 23:29:03,627,2,1,,3022.0,3867,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,900.0,54261.0
7076,5000007075,1000005282,2024-04-28 20:03:54,638,1,1,,1346.0,3719,PAID,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,900.0,44460.0
7077,5000007076,1000005283,2024-01-21 17:26:58,703,1,2,1.0,2650.0,1,FULFILLED,ARS,1,13200.0,0.0,13200.0,13200.0,13200.0,2772.0,0.0,15972.0
7078,5000007077,1000005284,2025-02-21 16:53:33,1315,1,2,1.0,,1,REFUNDED,ARS,3,12000.0,3600.0,36000.0,32400.0,64800.0,13608.0,0.0,78408.0
7079,5000007078,1000005284,2025-02-21 16:53:33,1315,1,2,1.0,,1,REFUNDED,ARS,3,12000.0,3600.0,36000.0,32400.0,64800.0,13608.0,0.0,78408.0
7080,5000007079,1000005285,2025-04-10 03:10:38,540,1,1,,4154.0,1607,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,34800.0,7308.0,900.0,43008.0
7081,5000007080,1000005285,2025-04-10 03:10:38,540,1,1,,4154.0,1607,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,34800.0,7308.0,900.0,43008.0
7082,5000007081,1000005286,2025-04-28 18:34:15,352,2,1,,2510.0,2271,PAID,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,1200.0,37500.0
7083,5000007082,1000005287,2024-09-15 19:31:42,565,2,1,,3759.0,1536,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,1200.0,55650.0
7084,5000007083,1000005288,2024-12-21 22:39:25,549,2,1,,1844.0,3004,FULFILLED,ARS,1,15750.0,1575.0,15750.0,14175.0,14175.0,2976.75,0.0,17151.75
7085,5000007084,1000005289,2024-07-16 06:41:18,1273,1,1,,3752.0,2786,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,79080.0,16606.8,1200.0,96886.8
7086,5000007085,1000005289,2024-07-16 06:41:18,1273,1,1,,3752.0,2786,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,79080.0,16606.8,1200.0,96886.8
7087,5000007086,1000005289,2024-07-16 06:41:18,1273,1,1,,3752.0,2786,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,79080.0,16606.8,1200.0,96886.8
7088,5000007087,1000005290,2024-06-28 08:36:13,713,1,1,,3662.0,1038,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,1500.0,27636.0
7089,5000007088,1000005291,2025-08-12 14:24:32,1439,2,1,,1541.0,1869,FULFILLED,ARS,3,13500.0,0.0,40500.0,40500.0,53325.0,11198.25,1200.0,65723.25
7090,5000007089,1000005291,2025-08-12 14:24:32,1439,2,1,,1541.0,1869,FULFILLED,ARS,1,13500.0,675.0,13500.0,12825.0,53325.0,11198.25,1200.0,65723.25
7091,5000007090,1000005292,2024-08-25 08:32:40,1070,1,1,,4190.0,3771,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,900.0,28488.0
7092,5000007091,1000005293,2024-05-15 00:05:36,281,2,2,1.0,2025.0,1,PAID,ARS,3,15000.0,900.0,45000.0,44100.0,65700.0,13797.0,0.0,79497.0
7093,5000007092,1000005293,2024-05-15 00:05:36,281,1,2,1.0,2025.0,1,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,65700.0,13797.0,0.0,79497.0
7094,5000007093,1000005294,2024-05-10 22:02:29,250,1,1,,3718.0,2893,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1500.0,44188.8
7095,5000007094,1000005295,2025-01-07 15:18:51,728,1,1,,3117.0,3885,REFUNDED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,0.0,29040.0
7096,5000007095,1000005296,2024-04-18 12:11:13,758,1,1,,3448.0,2189,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,900.0,15420.0
7097,5000007096,1000005297,2024-06-05 05:45:40,486,1,1,,2300.0,1012,FULFILLED,ARS,2,12600.0,1260.0,25200.0,23940.0,23940.0,5027.4,1200.0,30167.4
7098,5000007097,1000005298,2024-02-07 14:31:06,284,1,2,2.0,1787.0,2,PAID,ARS,3,10800.0,0.0,32400.0,32400.0,61800.0,12978.0,0.0,74778.0
7099,5000007098,1000005298,2024-02-07 14:31:06,284,2,2,2.0,1787.0,2,PAID,ARS,2,15000.0,600.0,30000.0,29400.0,61800.0,12978.0,0.0,74778.0
7100,5000007099,1000005299,2025-05-03 15:46:41,391,1,1,,1955.0,1342,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,1200.0,27336.0
7101,5000007100,1000005300,2025-09-25 22:11:48,326,2,1,,3275.0,2185,FULFILLED,ARS,2,13500.0,2700.0,27000.0,24300.0,24300.0,5103.0,1200.0,30603.0
7102,5000007101,1000005301,2024-03-19 23:22:09,511,1,1,,1931.0,1434,FULFILLED,ARS,2,10800.0,2160.0,21600.0,19440.0,19440.0,4082.4,900.0,24422.4
7103,5000007102,1000005302,2025-03-20 17:16:58,866,1,1,,2209.0,3595,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1500.0,29088.0
7104,5000007103,1000005303,2024-04-01 00:07:27,494,2,2,1.0,2409.0,1,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,59100.0,12411.0,0.0,71511.0
7105,5000007104,1000005303,2024-04-01 00:07:27,494,2,2,1.0,2409.0,1,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,59100.0,12411.0,0.0,71511.0
7106,5000007105,1000005304,2025-04-05 09:42:37,761,1,1,,3998.0,4152,FULFILLED,ARS,1,10800.0,216.0,10800.0,10584.0,10584.0,2222.64,1200.0,14006.64
7107,5000007106,1000005305,2024-07-11 05:19:32,1105,1,1,,1693.0,2464,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,90672.0,19041.12,1500.0,111213.12
7108,5000007107,1000005305,2024-07-11 05:19:32,1105,1,1,,1693.0,2464,FULFILLED,ARS,2,13200.0,528.0,26400.0,25872.0,90672.0,19041.12,1500.0,111213.12
7109,5000007108,1000005305,2024-07-11 05:19:32,1105,1,1,,1693.0,2464,FULFILLED,ARS,3,10800.0,0.0,32400.0,32400.0,90672.0,19041.12,1500.0,111213.12
7110,5000007109,1000005306,2024-09-22 08:39:26,809,1,1,,,2798,CANCELLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,900.0,13968.0
7111,5000007110,1000005307,2024-07-09 22:21:58,1259,2,2,1.0,1932.0,1,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,41700.0,8757.0,0.0,50457.0
7112,5000007111,1000005307,2024-07-09 22:21:58,1259,2,2,1.0,1932.0,1,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,41700.0,8757.0,0.0,50457.0
7113,5000007112,1000005308,2025-01-28 17:41:02,72,1,1,,2097.0,3094,CREATED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,900.0,15420.0
7114,5000007113,1000005309,2025-06-13 00:01:57,962,2,1,,1920.0,1014,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,73950.0,15529.5,1200.0,90679.5
7115,5000007114,1000005309,2025-06-13 00:01:57,962,2,1,,1920.0,1014,FULFILLED,ARS,3,13500.0,4050.0,40500.0,36450.0,73950.0,15529.5,1200.0,90679.5
7116,5000007115,1000005309,2025-06-13 00:01:57,962,1,1,,1920.0,1014,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,73950.0,15529.5,1200.0,90679.5
7117,5000007116,1000005310,2024-11-17 16:33:25,365,1,1,,1037.0,2848,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,900.0,15129.6
7118,5000007117,1000005311,2024-12-09 08:12:14,1440,1,1,,2560.0,3239,FULFILLED,ARS,2,12600.0,1260.0,25200.0,23940.0,64440.0,13532.4,1200.0,79172.4
7119,5000007118,1000005311,2024-12-09 08:12:14,1440,2,1,,2560.0,3239,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,64440.0,13532.4,1200.0,79172.4
7120,5000007119,1000005312,2024-07-26 07:29:12,535,1,2,1.0,3744.0,1,PAID,ARS,3,10800.0,648.0,32400.0,31752.0,31752.0,6667.92,0.0,38419.92
7121,5000007120,1000005313,2025-02-02 07:43:47,638,1,2,1.0,1348.0,1,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
7122,5000007121,1000005314,2024-03-25 07:49:45,1322,2,1,,3992.0,3170,PAID,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,900.0,18687.0
7123,5000007122,1000005315,2025-02-07 13:13:02,846,1,1,,1087.0,3448,CANCELLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
7124,5000007123,1000005316,2024-07-02 16:37:36,212,1,1,,2989.0,4180,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,46800.0,9828.0,900.0,57528.0
7125,5000007124,1000005316,2024-07-02 16:37:36,212,1,1,,2989.0,4180,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,46800.0,9828.0,900.0,57528.0
7126,5000007125,1000005317,2025-08-22 23:24:10,155,2,2,3.0,,3,FULFILLED,ARS,1,13500.0,1350.0,13500.0,12150.0,12150.0,2551.5,0.0,14701.5
7127,5000007126,1000005318,2024-09-28 15:01:52,1463,2,2,4.0,3621.0,4,PAID,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,0.0,34485.0
7128,5000007127,1000005319,2024-07-20 07:02:20,328,2,2,1.0,1882.0,1,FULFILLED,ARS,3,15750.0,0.0,47250.0,47250.0,47250.0,9922.5,0.0,57172.5
7129,5000007128,1000005320,2024-08-03 19:59:31,618,1,1,,1750.0,3388,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,0.0,39204.0
7130,5000007129,1000005321,2025-04-04 03:07:45,440,2,2,3.0,2469.0,3,CANCELLED,ARS,1,16500.0,1650.0,16500.0,14850.0,26850.0,5638.5,0.0,32488.5
7131,5000007130,1000005321,2025-04-04 03:07:45,440,1,2,3.0,2469.0,3,CANCELLED,ARS,1,12000.0,0.0,12000.0,12000.0,26850.0,5638.5,0.0,32488.5
7132,5000007131,1000005322,2024-08-08 19:05:03,670,1,2,4.0,2708.0,4,FULFILLED,ARS,3,12600.0,3780.0,37800.0,34020.0,46620.0,9790.2,0.0,56410.2
7133,5000007132,1000005322,2024-08-08 19:05:03,670,1,2,4.0,2708.0,4,FULFILLED,ARS,1,12600.0,0.0,12600.0,12600.0,46620.0,9790.2,0.0,56410.2
7134,5000007133,1000005323,2025-08-01 02:46:52,578,2,1,,1180.0,2428,PAID,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,1200.0,18442.5
7135,5000007134,1000005324,2024-12-01 16:31:16,246,1,2,3.0,2368.0,3,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,0.0,14520.0
7136,5000007135,1000005325,2024-06-12 20:33:29,1308,2,1,,1889.0,2629,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,78030.0,16386.3,900.0,95316.3
7137,5000007136,1000005325,2024-06-12 20:33:29,1308,1,1,,1889.0,2629,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,78030.0,16386.3,900.0,95316.3
7138,5000007137,1000005326,2024-03-23 10:55:43,614,1,2,3.0,,3,FULFILLED,ARS,3,10800.0,648.0,32400.0,31752.0,31752.0,6667.92,0.0,38419.92
7139,5000007138,1000005327,2024-07-30 10:02:13,260,1,1,,1009.0,2735,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,1200.0,14994.0
7140,5000007139,1000005328,2025-08-24 11:47:37,828,2,1,,1557.0,1837,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7141,5000007140,1000005329,2025-02-02 00:16:56,853,2,1,,3556.0,2669,PAID,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,900.0,49905.0
7142,5000007141,1000005330,2024-05-01 21:00:42,891,2,1,,,3487,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,83700.0,17577.0,1200.0,102477.0
7143,5000007142,1000005330,2024-05-01 21:00:42,891,1,1,,,3487,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,83700.0,17577.0,1200.0,102477.0
7144,5000007143,1000005330,2024-05-01 21:00:42,891,2,1,,,3487,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,83700.0,17577.0,1200.0,102477.0
7145,5000007144,1000005331,2025-09-30 07:25:12,951,2,2,2.0,1450.0,2,PAID,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,0.0,54450.0
7146,5000007145,1000005332,2025-08-19 16:17:46,1005,2,2,3.0,2488.0,3,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
7147,5000007146,1000005333,2024-04-14 02:38:09,201,1,2,4.0,3771.0,4,FULFILLED,ARS,2,12600.0,0.0,25200.0,25200.0,25200.0,5292.0,0.0,30492.0
7148,5000007147,1000005334,2025-01-07 13:36:20,100,2,2,1.0,2746.0,1,PAID,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
7149,5000007148,1000005335,2024-01-07 04:20:27,164,2,1,,3557.0,3840,CANCELLED,ARS,3,16500.0,2475.0,49500.0,47025.0,47025.0,9875.25,1200.0,58100.25
7150,5000007149,1000005336,2024-12-02 12:23:43,1194,1,2,3.0,1855.0,3,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,0.0,27588.0
7151,5000007150,1000005337,2025-08-01 16:16:27,290,1,1,,3367.0,1301,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,62280.0,13078.8,1200.0,76558.8
7152,5000007151,1000005337,2025-08-01 16:16:27,290,2,1,,3367.0,1301,FULFILLED,ARS,2,13500.0,0.0,27000.0,27000.0,62280.0,13078.8,1200.0,76558.8
7153,5000007152,1000005338,2024-07-06 01:51:10,101,2,1,,2003.0,1866,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,900.0,36474.0
7154,5000007153,1000005339,2025-02-21 13:11:14,1082,2,1,,1700.0,3302,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,1200.0,17535.0
7155,5000007154,1000005340,2024-06-22 22:21:23,1076,2,2,1.0,3912.0,1,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
7156,5000007155,1000005341,2025-01-09 04:14:25,330,1,2,3.0,1313.0,3,CANCELLED,ARS,3,12000.0,1800.0,36000.0,34200.0,46200.0,9702.0,0.0,55902.0
7157,5000007156,1000005341,2025-01-09 04:14:25,330,1,2,3.0,1313.0,3,CANCELLED,ARS,1,12000.0,0.0,12000.0,12000.0,46200.0,9702.0,0.0,55902.0
7158,5000007157,1000005342,2025-03-15 20:37:07,212,1,1,,1114.0,3124,CANCELLED,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,1200.0,15429.6
7159,5000007158,1000005343,2025-09-21 07:47:13,504,1,1,,2571.0,1250,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,44520.0,9349.2,1200.0,55069.2
7160,5000007159,1000005343,2025-09-21 07:47:13,504,1,1,,2571.0,1250,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,44520.0,9349.2,1200.0,55069.2
7161,5000007160,1000005344,2025-02-04 07:12:32,637,1,1,,2898.0,1629,PAID,ARS,2,12600.0,0.0,25200.0,25200.0,61650.0,12946.5,1200.0,75796.5
7162,5000007161,1000005344,2025-02-04 07:12:32,637,2,1,,2898.0,1629,PAID,ARS,3,13500.0,4050.0,40500.0,36450.0,61650.0,12946.5,1200.0,75796.5
7163,5000007162,1000005345,2024-12-06 05:47:17,485,1,1,,,2973,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,1200.0,14994.0
7164,5000007163,1000005346,2025-02-07 15:01:09,1322,2,1,,3221.0,1623,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7165,5000007164,1000005347,2025-06-01 13:27:04,303,2,2,4.0,3037.0,4,REFUNDED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
7166,5000007165,1000005348,2025-09-13 02:33:30,724,1,2,1.0,3566.0,1,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
7167,5000007166,1000005349,2024-04-11 08:32:34,1086,1,2,1.0,4101.0,1,PAID,ARS,2,12000.0,0.0,24000.0,24000.0,58200.0,12222.0,0.0,70422.0
7168,5000007167,1000005349,2024-04-11 08:32:34,1086,1,2,1.0,4101.0,1,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,58200.0,12222.0,0.0,70422.0
7169,5000007168,1000005350,2025-03-15 20:40:44,514,2,2,1.0,1605.0,1,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
7170,5000007169,1000005351,2024-01-20 07:20:59,1475,1,1,,1458.0,2153,CREATED,ARS,3,12000.0,0.0,36000.0,36000.0,49500.0,10395.0,900.0,60795.0
7171,5000007170,1000005351,2024-01-20 07:20:59,1475,2,1,,1458.0,2153,CREATED,ARS,1,13500.0,0.0,13500.0,13500.0,49500.0,10395.0,900.0,60795.0
7172,5000007171,1000005352,2025-05-15 09:57:30,963,1,1,,,4138,CANCELLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1200.0,43888.8
7173,5000007172,1000005353,2024-05-11 08:34:34,330,2,2,3.0,,3,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
7174,5000007173,1000005354,2025-09-05 21:06:05,435,1,2,2.0,2708.0,2,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,43200.0,9072.0,0.0,52272.0
7175,5000007174,1000005354,2025-09-05 21:06:05,435,1,2,2.0,2708.0,2,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,43200.0,9072.0,0.0,52272.0
7176,5000007175,1000005355,2024-05-04 05:18:10,1292,2,1,,1774.0,3166,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,1200.0,33870.0
7177,5000007176,1000005356,2025-04-02 09:39:01,983,1,1,,3931.0,3065,CANCELLED,ARS,1,13200.0,0.0,13200.0,13200.0,49200.0,10332.0,900.0,60432.0
7178,5000007177,1000005356,2025-04-02 09:39:01,983,1,1,,3931.0,3065,CANCELLED,ARS,3,12000.0,0.0,36000.0,36000.0,49200.0,10332.0,900.0,60432.0
7179,5000007178,1000005357,2024-06-12 16:56:17,1235,1,1,,4134.0,1543,FULFILLED,ARS,1,12600.0,0.0,12600.0,12600.0,42000.0,8820.0,900.0,51720.0
7180,5000007179,1000005357,2024-06-12 16:56:17,1235,2,1,,4134.0,1543,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,42000.0,8820.0,900.0,51720.0
7181,5000007180,1000005358,2024-09-25 04:04:55,788,1,2,4.0,1938.0,4,FULFILLED,ARS,3,13200.0,1980.0,39600.0,37620.0,37620.0,7900.2,0.0,45520.2
7182,5000007181,1000005359,2024-04-27 11:43:38,786,2,2,4.0,1736.0,4,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
7183,5000007182,1000005360,2024-05-18 09:46:15,1323,2,1,,4115.0,2125,REFUNDED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,1200.0,17535.0
7184,5000007183,1000005361,2025-05-26 05:18:47,902,1,2,3.0,3735.0,3,FULFILLED,ARS,1,10800.0,1080.0,10800.0,9720.0,24720.0,5191.2,0.0,29911.2
7185,5000007184,1000005361,2025-05-26 05:18:47,902,2,2,3.0,3735.0,3,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,24720.0,5191.2,0.0,29911.2
7186,5000007185,1000005362,2024-01-17 01:11:59,1220,1,2,3.0,3088.0,3,FULFILLED,ARS,3,13200.0,3960.0,39600.0,35640.0,35640.0,7484.4,0.0,43124.4
7187,5000007186,1000005363,2025-04-11 02:09:28,1315,2,2,2.0,1553.0,2,REFUNDED,ARS,1,15000.0,1500.0,15000.0,13500.0,35100.0,7371.0,0.0,42471.0
7188,5000007187,1000005363,2025-04-11 02:09:28,1315,1,2,2.0,1553.0,2,REFUNDED,ARS,2,12000.0,2400.0,24000.0,21600.0,35100.0,7371.0,0.0,42471.0
7189,5000007188,1000005364,2024-03-03 13:11:11,774,1,1,,1790.0,2470,FULFILLED,ARS,2,10800.0,2160.0,21600.0,19440.0,19440.0,4082.4,900.0,24422.4
7190,5000007189,1000005365,2025-07-08 09:14:36,454,2,1,,3881.0,3051,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,1500.0,50505.0
7191,5000007190,1000005366,2024-08-27 06:50:19,1309,1,1,,2976.0,4161,FULFILLED,ARS,1,12600.0,252.0,12600.0,12348.0,12348.0,2593.08,0.0,14941.08
7192,5000007191,1000005367,2025-01-28 23:49:31,1108,1,1,,2405.0,1886,PAID,ARS,3,12000.0,0.0,36000.0,36000.0,78750.0,16537.5,0.0,95287.5
7193,5000007192,1000005367,2025-01-28 23:49:31,1108,2,1,,2405.0,1886,PAID,ARS,3,15000.0,2250.0,45000.0,42750.0,78750.0,16537.5,0.0,95287.5
7194,5000007193,1000005368,2025-09-14 00:14:14,596,2,2,3.0,4039.0,3,CREATED,ARS,2,15750.0,630.0,31500.0,30870.0,57870.0,12152.7,0.0,70022.7
7195,5000007194,1000005368,2025-09-14 00:14:14,596,2,2,3.0,4039.0,3,CREATED,ARS,2,15000.0,3000.0,30000.0,27000.0,57870.0,12152.7,0.0,70022.7
7196,5000007195,1000005369,2025-05-20 15:19:35,283,1,2,4.0,2495.0,4,FULFILLED,ARS,3,12600.0,756.0,37800.0,37044.0,52479.0,11020.59,0.0,63499.59
7197,5000007196,1000005369,2025-05-20 15:19:35,283,2,2,4.0,2495.0,4,FULFILLED,ARS,1,15750.0,315.0,15750.0,15435.0,52479.0,11020.59,0.0,63499.59
7198,5000007197,1000005370,2024-12-07 12:13:25,1406,1,1,,2630.0,2568,CANCELLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
7199,5000007198,1000005371,2024-02-21 01:51:22,382,2,1,,2958.0,2798,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,900.0,55350.0
7200,5000007199,1000005372,2024-06-15 06:47:07,651,1,2,4.0,2664.0,4,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
7201,5000007200,1000005373,2024-07-06 01:14:20,1160,1,1,,1758.0,3173,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
7202,5000007201,1000005374,2025-07-08 04:02:13,414,2,2,2.0,,2,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,0.0,17242.5
