shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,shipped_date_sk,delivered_date_sk,carrier,tracking_number,status,shipped_at,delivered_at,delivery_time_days
5928,9000005927,1000005927,35,2,3,0,0,PICKUP,,DELIVERED,2025-08-05 12:41:01,2025-08-06 12:41:01,1.0
5929,9000005928,1000005928,3,2,4,0,0,PICKUP,,DELIVERED,2024-12-12 15:05:20,2024-12-13 15:05:20,1.0
5930,9000005929,1000005929,1186,1,0,0,0,Correo Argentino,,CANCELLED,,,
5931,9000005930,1000005930,1232,2,1,0,0,PICKUP,,DELIVERED,2025-04-13 00:09:36,2025-04-14 00:09:36,1.0
5932,9000005931,1000005931,1076,1,0,0,0,Correo Argentino,TRK-DGNO4P84AD,DELIVERED,2024-05-02 14:42:17,2024-05-06 14:42:17,4.0
5933,9000005932,1000005932,111,2,2,0,0,PICKUP,,DELIVERED,2025-05-19 08:06:06,2025-05-20 08:06:06,1.0
5934,9000005933,1000005933,1149,2,1,0,0,PICKUP,,DELIVERED,2025-01-25 18:29:42,2025-01-26 18:29:42,1.0
5935,9000005934,1000005934,1392,2,2,0,0,PICKUP,,DELIVERED,2025-05-27 17:44:48,2025-05-28 17:44:48,1.0
5936,9000005935,1000005935,611,2,3,0,0,PICKUP,,DELIVERED,2025-08-26 17:51:00,2025-08-27 17:51:00,1.0
5937,9000005936,1000005936,1313,1,0,0,0,Correo Argentino,TRK-SB7G55YEP0,SHIPPED,2024-10-15 13:43:02,2024-10-17 13:43:02,2.0
5938,9000005937,1000005937,944,1,0,0,0,Correo Argentino,,CANCELLED,,,
5939,9000005938,1000005938,1362,1,0,0,0,Correo Argentino,TRK-G5RI6JJKHD,SHIPPED,2025-03-30 00:48:17,2025-04-02 00:48:17,3.0
5940,9000005939,1000005939,1225,2,1,0,0,PICKUP,,DELIVERED,2025-02-16 11:36:08,2025-02-17 11:36:08,1.0
5941,9000005940,1000005940,1406,1,0,0,0,Correo Argentino,TRK-NOF89CJJBZ,DELIVERED,2024-10-14 17:28:40,2024-10-19 17:28:40,5.0
5942,9000005941,1000005941,220,1,0,0,0,Correo Argentino,TRK-C4I7OXTLP9,DELIVERED,2024-11-24 10:38:11,2024-11-28 10:38:11,4.0
5943,9000005942,1000005942,1160,1,0,0,0,Correo Argentino,TRK-VCOK6RC9FC,DELIVERED,2025-09-24 23:06:14,2025-09-29 23:06:14,5.0
5944,9000005943,1000005943,745,2,3,0,0,PICKUP,,DELIVERED,2024-09-18 07:46:25,2024-09-19 07:46:25,1.0
5945,9000005944,1000005944,928,1,0,0,0,Correo Argentino,TRK-5TLKLKT3I9,DELIVERED,2024-02-25 11:53:45,2024-02-28 11:53:45,3.0
5946,9000005945,1000005945,1377,1,0,0,0,Correo Argentino,TRK-NFC42EUW2C,DELIVERED,2024-02-03 21:32:19,2024-02-05 21:32:19,2.0
5947,9000005946,1000005946,1475,1,0,0,0,Correo Argentino,TRK-3Y845BKVH5,DELIVERED,2024-02-19 09:39:42,2024-02-21 09:39:42,2.0
5948,9000005947,1000005947,138,2,3,0,0,PICKUP,,DELIVERED,2025-04-13 14:07:42,2025-04-14 14:07:42,1.0
5949,9000005948,1000005948,697,1,0,0,0,Correo Argentino,TRK-IU706RN1Y8,DELIVERED,2024-10-07 22:50:22,2024-10-09 22:50:22,2.0
5950,9000005949,1000005949,1393,1,0,0,0,Correo Argentino,TRK-QWRW1E7Q71,DELIVERED,2025-08-28 20:53:04,2025-09-02 20:53:04,5.0
5951,9000005950,1000005950,1000,1,0,0,0,Correo Argentino,TRK-O385TP4MTB,DELIVERED,2024-12-16 11:52:45,2024-12-19 11:52:45,3.0
5952,9000005951,1000005951,206,1,0,0,0,Correo Argentino,,CANCELLED,,,
5953,9000005952,1000005952,722,1,0,0,0,Correo Argentino,TRK-GCAZRMU15P,DELIVERED,2025-07-10 16:59:49,2025-07-12 16:59:49,2.0
5954,9000005953,1000005953,1447,1,0,0,0,Correo Argentino,TRK-1D3WZ0CJU5,DELIVERED,2025-01-27 19:11:19,2025-01-29 19:11:19,2.0
5955,9000005954,1000005954,1466,2,4,0,0,PICKUP,,DELIVERED,2025-04-03 13:13:30,2025-04-04 13:13:30,1.0
5956,9000005955,1000005955,189,1,0,0,0,Correo Argentino,TRK-4CKGMBAXUR,DELIVERED,2024-01-26 14:09:39,2024-01-30 14:09:39,4.0
5957,9000005956,1000005956,148,1,0,0,0,Correo Argentino,TRK-KQSJ8P0EI1,DELIVERED,2024-08-08 15:19:40,2024-08-13 15:19:40,5.0
5958,9000005957,1000005957,1258,1,0,0,0,Correo Argentino,,CANCELLED,,,
5959,9000005958,1000005958,596,1,0,0,0,Correo Argentino,TRK-8L6HEJXZH3,DELIVERED,2024-08-06 15:29:51,2024-08-09 15:29:51,3.0
5960,9000005959,1000005959,546,2,3,0,0,PICKUP,,CANCELLED,,,
5961,9000005960,1000005960,100,2,2,0,0,PICKUP,,DELIVERED,2025-01-25 20:33:33,2025-01-26 20:33:33,1.0
5962,9000005961,1000005961,1473,1,0,0,0,Correo Argentino,TRK-7N9PCDHXJQ,DELIVERED,2025-09-07 04:10:20,2025-09-12 04:10:20,5.0
5963,9000005962,1000005962,913,2,1,0,0,PICKUP,,DELIVERED,2024-01-29 23:46:39,2024-01-30 23:46:39,1.0
5964,9000005963,1000005963,43,1,0,0,0,Correo Argentino,TRK-LRPVPUW20T,SHIPPED,2024-09-15 03:39:11,2024-09-18 03:39:11,3.0
5965,9000005964,1000005964,882,2,4,0,0,PICKUP,,DELIVERED,2024-01-18 17:56:19,2024-01-19 17:56:19,1.0
5966,9000005965,1000005965,979,1,0,0,0,Correo Argentino,TRK-5VA1COSMTM,SHIPPED,2024-12-05 12:32:03,2024-12-08 12:32:03,3.0
5967,9000005966,1000005966,281,1,0,0,0,Correo Argentino,TRK-0NXYPTQE42,DELIVERED,2025-05-28 21:14:30,2025-05-31 21:14:30,3.0
5968,9000005967,1000005967,32,1,0,0,0,Correo Argentino,TRK-25Y9H4GCD6,DELIVERED,2025-08-13 12:45:08,2025-08-17 12:45:08,4.0
5969,9000005968,1000005968,1427,2,1,0,0,PICKUP,,DELIVERED,2025-03-18 18:32:22,2025-03-19 18:32:22,1.0
5970,9000005969,1000005969,112,2,3,0,0,PICKUP,,DELIVERED,2025-09-20 02:30:18,2025-09-21 02:30:18,1.0
5971,9000005970,1000005970,187,1,0,0,0,Correo Argentino,TRK-Q7C2Z4DD6H,DELIVERED,2025-08-06 13:12:51,2025-08-12 13:12:51,6.0
5972,9000005971,1000005971,757,1,0,0,0,Correo Argentino,TRK-196IYK7337,DELIVERED,2025-06-05 15:59:58,2025-06-09 15:59:58,4.0
5973,9000005972,1000005972,849,1,0,0,0,Correo Argentino,TRK-F27S1644WA,DELIVERED,2024-07-16 10:51:55,2024-07-21 10:51:55,5.0
5974,9000005973,1000005973,902,1,0,0,0,Correo Argentino,TRK-PL7JO9G6X5,DELIVERED,2024-12-05 22:01:13,2024-12-09 22:01:13,4.0
5975,9000005974,1000005974,38,2,1,0,0,PICKUP,,DELIVERED,2024-08-23 19:01:26,2024-08-24 19:01:26,1.0
5976,9000005975,1000005975,1129,1,0,0,0,Correo Argentino,TRK-NRXPRLV9DH,DELIVERED,2024-10-24 00:03:51,2024-10-27 00:03:51,3.0
5977,9000005976,1000005976,561,1,0,0,0,Correo Argentino,TRK-698OZXR0R6,SHIPPED,2025-06-06 16:24:07,2025-06-08 16:24:07,2.0
5978,9000005977,1000005977,141,1,0,0,0,Correo Argentino,TRK-MC31AJE9JQ,SHIPPED,2024-12-20 17:22:33,2024-12-24 17:22:33,4.0
5979,9000005978,1000005978,1236,1,0,0,0,Correo Argentino,TRK-CLOD7VV9VS,SHIPPED,2025-04-23 15:39:16,2025-04-27 15:39:16,4.0
5980,9000005979,1000005979,276,1,0,0,0,Correo Argentino,TRK-D72NB2GP4E,DELIVERED,2024-05-07 20:27:31,2024-05-09 20:27:31,2.0
5981,9000005980,1000005980,375,2,2,0,0,PICKUP,,SHIPPED,2024-10-24 22:02:39,2024-10-25 22:02:39,1.0
5982,9000005981,1000005981,370,2,3,0,0,PICKUP,,DELIVERED,2025-06-01 22:52:00,2025-06-02 22:52:00,1.0
5983,9000005982,1000005982,1304,2,1,0,0,PICKUP,,DELIVERED,2024-02-06 08:22:10,2024-02-07 08:22:10,1.0
5984,9000005983,1000005983,926,1,0,0,0,Correo Argentino,TRK-GBDGMEP7TB,SHIPPED,2024-12-13 20:02:56,2024-12-18 20:02:56,5.0
5985,9000005984,1000005984,468,2,2,0,0,PICKUP,,SHIPPED,2025-05-12 23:14:33,2025-05-13 23:14:33,1.0
5986,9000005985,1000005985,562,2,2,0,0,PICKUP,,DELIVERED,2025-02-22 10:51:21,2025-02-23 10:51:21,1.0
5987,9000005986,1000005986,986,1,0,0,0,Correo Argentino,TRK-QAUNGCJX48,DELIVERED,2024-02-19 12:53:15,2024-02-23 12:53:15,4.0
5988,9000005987,1000005987,1343,2,2,0,0,PICKUP,,DELIVERED,2025-06-14 14:11:30,2025-06-15 14:11:30,1.0
5989,9000005988,1000005988,983,1,0,0,0,Correo Argentino,,CANCELLED,,,
5990,9000005989,1000005989,1133,2,2,0,0,PICKUP,,DELIVERED,2025-03-02 22:03:12,2025-03-03 22:03:12,1.0
5991,9000005990,1000005990,716,2,3,0,0,PICKUP,,DELIVERED,2024-08-11 17:36:07,2024-08-12 17:36:07,1.0
5992,9000005991,1000005991,333,1,0,0,0,Correo Argentino,TRK-XKRPFOXVNF,DELIVERED,2025-02-08 23:27:01,2025-02-12 23:27:01,4.0
5993,9000005992,1000005992,1297,1,0,0,0,Correo Argentino,TRK-G2VEHMIHGV,DELIVERED,2025-02-01 08:13:38,2025-02-05 08:13:38,4.0
5994,9000005993,1000005993,1344,1,0,0,0,Correo Argentino,,CANCELLED,,,
5995,9000005994,1000005994,1099,2,3,0,0,PICKUP,,DELIVERED,2024-09-21 08:17:44,2024-09-22 08:17:44,1.0
5996,9000005995,1000005995,49,1,0,0,0,Correo Argentino,TRK-1LS7TGI5GT,DELIVERED,2025-09-26 14:22:27,2025-10-01 14:22:27,5.0
5997,9000005996,1000005996,444,2,3,0,0,PICKUP,,DELIVERED,2024-02-12 14:49:23,2024-02-13 14:49:23,1.0
5998,9000005997,1000005997,1215,1,0,0,0,Correo Argentino,,CANCELLED,,,
5999,9000005998,1000005998,610,2,2,0,0,PICKUP,,DELIVERED,2024-05-09 17:39:11,2024-05-10 17:39:11,1.0
6000,9000005999,1000005999,93,1,0,0,0,Correo Argentino,TRK-DN05X3VB9O,DELIVERED,2024-12-30 13:55:44,2025-01-03 13:55:44,4.0
6001,9000006000,1000006000,1318,2,3,0,0,PICKUP,,SHIPPED,2024-01-26 11:46:26,2024-01-27 11:46:26,1.0
6002,9000006001,1000006001,167,2,3,0,0,PICKUP,,DELIVERED,2025-04-11 03:08:39,2025-04-12 03:08:39,1.0
6003,9000006002,1000006002,789,1,0,0,0,Correo Argentino,TRK-ZP6KNTYCIM,DELIVERED,2024-07-20 05:42:50,2024-07-22 05:42:50,2.0
6004,9000006003,1000006003,1290,1,0,0,0,Correo Argentino,TRK-ZMA6BSYDMD,DELIVERED,2024-10-01 15:32:48,2024-10-04 15:32:48,3.0
6005,9000006004,1000006004,1340,2,4,0,0,PICKUP,,DELIVERED,2024-07-26 21:52:05,2024-07-27 21:52:05,1.0
6006,9000006005,1000006005,327,1,0,0,0,Correo Argentino,TRK-58YPI9Z3QH,SHIPPED,2024-02-05 15:24:23,2024-02-09 15:24:23,4.0
6007,9000006006,1000006006,1131,1,0,0,0,Correo Argentino,TRK-4AI8X9CVME,SHIPPED,2024-03-03 08:06:05,2024-03-05 08:06:05,2.0
6008,9000006007,1000006007,295,1,0,0,0,Correo Argentino,TRK-6JYW6SJCZY,DELIVERED,2025-03-05 15:05:14,2025-03-09 15:05:14,4.0
6009,9000006008,1000006008,580,1,0,0,0,Correo Argentino,TRK-ZLEGSGZSJJ,DELIVERED,2024-12-11 23:09:45,2024-12-16 23:09:45,5.0
6010,9000006009,1000006009,364,1,0,0,0,Correo Argentino,TRK-ME5XHCUDDM,DELIVERED,2025-03-23 14:22:17,2025-03-28 14:22:17,5.0
6011,9000006010,1000006010,353,1,0,0,0,Correo Argentino,TRK-9D5CLF9HFR,DELIVERED,2024-12-28 04:22:22,2024-12-30 04:22:22,2.0
6012,9000006011,1000006011,966,2,1,0,0,PICKUP,,DELIVERED,2024-06-09 13:57:39,2024-06-10 13:57:39,1.0
6013,9000006012,1000006012,220,1,0,0,0,Correo Argentino,,CANCELLED,,,
6014,9000006013,1000006013,534,1,0,0,0,Correo Argentino,TRK-9QP4BTGD8O,DELIVERED,2024-11-14 02:22:39,2024-11-16 02:22:39,2.0
6015,9000006014,1000006014,1488,2,4,0,0,PICKUP,,DELIVERED,2024-10-26 15:16:18,2024-10-27 15:16:18,1.0
6016,9000006015,1000006015,10,1,0,0,0,Correo Argentino,TRK-Z4KO3SDGU6,DELIVERED,2024-07-28 00:21:37,2024-07-31 00:21:37,3.0
6017,9000006016,1000006016,269,1,0,0,0,Correo Argentino,TRK-GV4DAB2W7I,DELIVERED,2025-06-02 03:01:30,2025-06-06 03:01:30,4.0
6018,9000006017,1000006017,724,1,0,0,0,Correo Argentino,TRK-VG1UK8PCZA,DELIVERED,2024-12-12 23:49:29,2024-12-14 23:49:29,2.0
6019,9000006018,1000006018,37,1,0,0,0,Correo Argentino,TRK-R5CYF25M8N,DELIVERED,2025-04-08 03:36:12,2025-04-15 03:36:12,7.0
6020,9000006019,1000006019,459,2,3,0,0,PICKUP,,DELIVERED,2024-03-06 06:48:36,2024-03-07 06:48:36,1.0
6021,9000006020,1000006020,1411,1,0,0,0,Correo Argentino,,CANCELLED,,,
6022,9000006021,1000006021,382,2,4,0,0,PICKUP,,DELIVERED,2025-08-26 17:44:04,2025-08-27 17:44:04,1.0
6023,9000006022,1000006022,1096,1,0,0,0,Correo Argentino,TRK-0R81FCHGVP,DELIVERED,2024-08-14 01:33:01,2024-08-17 01:33:01,3.0
6024,9000006023,1000006023,894,1,0,0,0,Correo Argentino,TRK-KTQ7I55VU2,DELIVERED,2025-02-01 06:53:30,2025-02-06 06:53:30,5.0
6025,9000006024,1000006024,1403,2,2,0,0,PICKUP,,DELIVERED,2025-03-19 07:07:17,2025-03-20 07:07:17,1.0
6026,9000006025,1000006025,647,1,0,0,0,Correo Argentino,TRK-2QD3RHVWXI,DELIVERED,2025-06-10 04:34:42,2025-06-13 04:34:42,3.0
6027,9000006026,1000006026,65,2,4,0,0,PICKUP,,DELIVERED,2024-08-16 00:28:29,2024-08-17 00:28:29,1.0
6028,9000006027,1000006027,259,1,0,0,0,Correo Argentino,,CANCELLED,,,
6029,9000006028,1000006028,210,1,0,0,0,Correo Argentino,TRK-6JH8MAT6X3,DELIVERED,2025-03-02 23:24:42,2025-03-04 23:24:42,2.0
6030,9000006029,1000006029,584,1,0,0,0,Correo Argentino,TRK-G4GJ5REO3U,DELIVERED,2024-06-12 10:04:32,2024-06-17 10:04:32,5.0
6031,9000006030,1000006030,876,1,0,0,0,Correo Argentino,TRK-WTXAGMK6RR,DELIVERED,2024-11-23 05:39:21,2024-11-25 05:39:21,2.0
6032,9000006031,1000006031,221,1,0,0,0,Correo Argentino,TRK-J4TRXBBT2P,DELIVERED,2025-01-07 18:34:21,2025-01-12 18:34:21,5.0
6033,9000006032,1000006032,669,1,0,0,0,Correo Argentino,,CANCELLED,,,
6034,9000006033,1000006033,858,1,0,0,0,Correo Argentino,TRK-44Z4S3TNXM,DELIVERED,2024-11-07 10:18:23,2024-11-14 10:18:23,7.0
6035,9000006034,1000006034,1179,1,0,0,0,Correo Argentino,TRK-VK3WJAAWWX,DELIVERED,2025-03-09 02:47:19,2025-03-13 02:47:19,4.0
6036,9000006035,1000006035,970,1,0,0,0,Correo Argentino,TRK-O84VDZOFYY,DELIVERED,2024-05-26 18:24:12,2024-05-29 18:24:12,3.0
6037,9000006036,1000006036,982,2,3,0,0,PICKUP,,CANCELLED,,,
6038,9000006037,1000006037,1090,2,2,0,0,PICKUP,,DELIVERED,2025-09-03 07:31:49,2025-09-04 07:31:49,1.0
6039,9000006038,1000006038,939,1,0,0,0,Correo Argentino,TRK-QNYJ30O1B1,DELIVERED,2025-02-11 01:49:05,2025-02-15 01:49:05,4.0
6040,9000006039,1000006039,1276,1,0,0,0,Correo Argentino,TRK-IGBZMAJB9K,DELIVERED,2024-01-28 07:08:14,2024-02-02 07:08:14,5.0
6041,9000006040,1000006040,533,1,0,0,0,Correo Argentino,TRK-SBMOUUOMC5,DELIVERED,2024-04-07 16:49:43,2024-04-12 16:49:43,5.0
6042,9000006041,1000006041,583,2,1,0,0,PICKUP,,CANCELLED,,,
6043,9000006042,1000006042,987,2,4,0,0,PICKUP,,DELIVERED,2025-07-26 06:25:11,2025-07-27 06:25:11,1.0
6044,9000006043,1000006043,1073,2,3,0,0,PICKUP,,DELIVERED,2024-10-28 17:48:01,2024-10-29 17:48:01,1.0
6045,9000006044,1000006044,125,1,0,0,0,Correo Argentino,TRK-964L0023Q8,DELIVERED,2024-01-16 09:34:52,2024-01-18 09:34:52,2.0
6046,9000006045,1000006045,86,2,1,0,0,PICKUP,,DELIVERED,2025-05-15 00:02:52,2025-05-16 00:02:52,1.0
6047,9000006046,1000006046,574,2,3,0,0,PICKUP,,DELIVERED,2024-08-12 01:11:02,2024-08-13 01:11:02,1.0
6048,9000006047,1000006047,31,1,0,0,0,Correo Argentino,TRK-VGO1GYF84M,DELIVERED,2024-04-01 11:40:30,2024-04-03 11:40:30,2.0
6049,9000006048,1000006048,109,2,1,0,0,PICKUP,,DELIVERED,2024-12-09 15:08:46,2024-12-10 15:08:46,1.0
6050,9000006049,1000006049,1171,2,3,0,0,PICKUP,,SHIPPED,2024-08-08 12:57:07,2024-08-09 12:57:07,1.0
6051,9000006050,1000006050,942,1,0,0,0,Correo Argentino,TRK-PS3R5D2TBA,DELIVERED,2024-04-03 16:12:29,2024-04-10 16:12:29,7.0
6052,9000006051,1000006051,1318,1,0,0,0,Correo Argentino,TRK-DDGM4G3SQA,DELIVERED,2024-02-19 12:58:08,2024-02-24 12:58:08,5.0
6053,9000006052,1000006052,1024,2,1,0,0,PICKUP,,READY,2025-01-01 08:31:39,2025-01-02 08:31:39,1.0
6054,9000006053,1000006053,27,2,2,0,0,PICKUP,,DELIVERED,2025-08-27 01:47:15,2025-08-28 01:47:15,1.0
6055,9000006054,1000006054,347,1,0,0,0,Correo Argentino,TRK-BIBFJP2KF0,DELIVERED,2025-08-19 13:27:02,2025-08-22 13:27:02,3.0
6056,9000006055,1000006055,1161,1,0,0,0,Correo Argentino,TRK-WLN6QUUSGU,SHIPPED,2025-09-20 17:31:48,2025-09-25 17:31:48,5.0
6057,9000006056,1000006056,1134,2,4,0,0,PICKUP,,DELIVERED,2025-09-11 11:44:09,2025-09-12 11:44:09,1.0
6058,9000006057,1000006057,495,1,0,0,0,Correo Argentino,TRK-WXO6Z063R6,SHIPPED,2025-07-22 20:54:32,2025-07-24 20:54:32,2.0
6059,9000006058,1000006058,75,2,3,0,0,PICKUP,,DELIVERED,2024-09-11 19:20:48,2024-09-12 19:20:48,1.0
6060,9000006059,1000006059,598,2,1,0,0,PICKUP,,SHIPPED,2024-12-22 02:25:03,2024-12-23 02:25:03,1.0
6061,9000006060,1000006060,105,2,1,0,0,PICKUP,,DELIVERED,2025-03-03 17:29:03,2025-03-04 17:29:03,1.0
6062,9000006061,1000006061,459,2,4,0,0,PICKUP,,DELIVERED,2024-03-18 09:14:54,2024-03-19 09:14:54,1.0
6063,9000006062,1000006062,1263,1,0,0,0,Correo Argentino,TRK-DPC71C5VHP,DELIVERED,2024-01-03 15:28:56,2024-01-05 15:28:56,2.0
6064,9000006063,1000006063,1483,1,0,0,0,Correo Argentino,TRK-GVKNBJPW2T,DELIVERED,2024-02-01 16:46:02,2024-02-04 16:46:02,3.0
6065,9000006064,1000006064,1072,2,4,0,0,PICKUP,,SHIPPED,2025-09-18 11:43:27,2025-09-19 11:43:27,1.0
6066,9000006065,1000006065,1230,1,0,0,0,Correo Argentino,TRK-BVV3PVGR3L,DELIVERED,2024-07-12 10:11:38,2024-07-16 10:11:38,4.0
6067,9000006066,1000006066,1314,2,4,0,0,PICKUP,,CANCELLED,,,
6068,9000006067,1000006067,1167,2,3,0,0,PICKUP,,DELIVERED,2024-10-12 23:49:08,2024-10-13 23:49:08,1.0
6069,9000006068,1000006068,55,2,1,0,0,PICKUP,,DELIVERED,2024-06-24 18:25:27,2024-06-25 18:25:27,1.0
6070,9000006069,1000006069,1188,1,0,0,0,Correo Argentino,TRK-LSCI4C9MQE,DELIVERED,2025-04-07 15:08:46,2025-04-09 15:08:46,2.0
6071,9000006070,1000006070,1409,1,0,0,0,Correo Argentino,TRK-JH0L7V54IZ,DELIVERED,2025-05-09 07:12:11,2025-05-14 07:12:11,5.0
6072,9000006071,1000006071,1463,2,4,0,0,PICKUP,,DELIVERED,2024-10-14 10:03:59,2024-10-15 10:03:59,1.0
6073,9000006072,1000006072,1130,1,0,0,0,Correo Argentino,TRK-OFVH0VI723,DELIVERED,2025-08-12 20:54:33,2025-08-16 20:54:33,4.0
6074,9000006073,1000006073,499,1,0,0,0,Correo Argentino,TRK-TD4Y85Y0V3,DELIVERED,2025-06-02 17:57:00,2025-06-05 17:57:00,3.0
6075,9000006074,1000006074,1005,2,4,0,0,PICKUP,,DELIVERED,2024-12-30 05:27:41,2024-12-31 05:27:41,1.0
6076,9000006075,1000006075,727,1,0,0,0,Correo Argentino,TRK-NNZ8GPWPMM,SHIPPED,2024-12-21 12:17:51,2024-12-25 12:17:51,4.0
6077,9000006076,1000006076,1472,2,2,0,0,PICKUP,,CANCELLED,,,
6078,9000006077,1000006077,920,2,2,0,0,PICKUP,,READY,2024-01-17 13:00:08,2024-01-18 13:00:08,1.0
6079,9000006078,1000006078,376,2,4,0,0,PICKUP,,DELIVERED,2025-01-17 11:47:48,2025-01-18 11:47:48,1.0
6080,9000006079,1000006079,402,1,0,0,0,Correo Argentino,,CANCELLED,,,
6081,9000006080,1000006080,724,2,4,0,0,PICKUP,,DELIVERED,2025-06-19 10:10:02,2025-06-20 10:10:02,1.0
6082,9000006081,1000006081,1406,1,0,0,0,Correo Argentino,TRK-9Q40DGVBXL,DELIVERED,2024-12-22 18:53:28,2024-12-26 18:53:28,4.0
6083,9000006082,1000006082,979,2,4,0,0,PICKUP,,DELIVERED,2024-01-26 16:56:43,2024-01-27 16:56:43,1.0
6084,9000006083,1000006083,1307,2,4,0,0,PICKUP,,SHIPPED,2024-06-17 04:35:34,2024-06-18 04:35:34,1.0
6085,9000006084,1000006084,743,1,0,0,0,Correo Argentino,TRK-CJSOB2BJZP,DELIVERED,2024-03-06 19:03:20,2024-03-11 19:03:20,5.0
6086,9000006085,1000006085,947,1,0,0,0,Correo Argentino,TRK-A4K7EOO22L,SHIPPED,2024-12-22 20:26:05,2024-12-27 20:26:05,5.0
6087,9000006086,1000006086,443,1,0,0,0,Correo Argentino,TRK-KV1BN9V3X7,DELIVERED,2025-03-29 17:08:43,2025-04-01 17:08:43,3.0
6088,9000006087,1000006087,921,2,2,0,0,PICKUP,,DELIVERED,2024-05-02 06:49:16,2024-05-03 06:49:16,1.0
6089,9000006088,1000006088,934,2,4,0,0,PICKUP,,READY,2024-10-11 01:56:31,2024-10-12 01:56:31,1.0
6090,9000006089,1000006089,1132,2,4,0,0,PICKUP,,DELIVERED,2025-09-28 09:02:38,2025-09-29 09:02:38,1.0
6091,9000006090,1000006090,52,2,2,0,0,PICKUP,,DELIVERED,2025-01-16 12:15:39,2025-01-17 12:15:39,1.0
6092,9000006091,1000006091,1111,1,0,0,0,Correo Argentino,TRK-EM0EDSPY9Q,SHIPPED,2024-11-29 15:51:45,2024-12-05 15:51:45,6.0
6093,9000006092,1000006092,505,2,2,0,0,PICKUP,,SHIPPED,2024-04-21 10:41:10,2024-04-22 10:41:10,1.0
6094,9000006093,1000006093,1286,2,4,0,0,PICKUP,,DELIVERED,2025-05-19 04:50:25,2025-05-20 04:50:25,1.0
6095,9000006094,1000006094,220,1,0,0,0,Correo Argentino,TRK-6O1T6ANK2U,DELIVERED,2025-07-01 01:49:10,2025-07-03 01:49:10,2.0
6096,9000006095,1000006095,673,2,2,0,0,PICKUP,,SHIPPED,2025-04-06 05:16:20,2025-04-07 05:16:20,1.0
6097,9000006096,1000006096,557,1,0,0,0,Correo Argentino,TRK-1YH9SXNV40,DELIVERED,2025-07-15 11:12:00,2025-07-20 11:12:00,5.0
6098,9000006097,1000006097,797,2,4,0,0,PICKUP,,DELIVERED,2025-08-12 12:49:44,2025-08-13 12:49:44,1.0
6099,9000006098,1000006098,596,1,0,0,0,Correo Argentino,TRK-F8RZ1DM4T8,DELIVERED,2024-08-02 13:53:55,2024-08-07 13:53:55,5.0
6100,9000006099,1000006099,1167,1,0,0,0,Correo Argentino,TRK-C56VMO119Y,SHIPPED,2025-03-25 09:43:58,2025-03-29 09:43:58,4.0
6101,9000006100,1000006100,658,1,0,0,0,Correo Argentino,TRK-VS0GENRJKB,DELIVERED,2024-07-03 16:23:31,2024-07-05 16:23:31,2.0
6102,9000006101,1000006101,518,1,0,0,0,Correo Argentino,TRK-NZWQGZXZNC,DELIVERED,2024-04-17 14:39:30,2024-04-22 14:39:30,5.0
6103,9000006102,1000006102,1318,1,0,0,0,Correo Argentino,TRK-PEKQPOISFZ,DELIVERED,2024-04-04 22:14:55,2024-04-07 22:14:55,3.0
6104,9000006103,1000006103,721,2,3,0,0,PICKUP,,DELIVERED,2024-06-19 22:51:29,2024-06-20 22:51:29,1.0
6105,9000006104,1000006104,275,1,0,0,0,Correo Argentino,TRK-THJY43LX19,SHIPPED,2025-09-16 01:54:07,2025-09-20 01:54:07,4.0
6106,9000006105,1000006105,1310,2,4,0,0,PICKUP,,SHIPPED,2025-08-19 20:57:15,2025-08-20 20:57:15,1.0
6107,9000006106,1000006106,555,2,1,0,0,PICKUP,,DELIVERED,2025-09-24 15:07:04,2025-09-25 15:07:04,1.0
6108,9000006107,1000006107,1020,1,0,0,0,Correo Argentino,TRK-A64ESXNATK,SHIPPED,2024-09-27 04:01:53,2024-09-29 04:01:53,2.0
6109,9000006108,1000006108,1013,1,0,0,0,Correo Argentino,TRK-DNR15SBQSX,DELIVERED,2024-06-08 05:08:53,2024-06-13 05:08:53,5.0
6110,9000006109,1000006109,415,2,2,0,0,PICKUP,,DELIVERED,2025-05-21 16:51:40,2025-05-22 16:51:40,1.0
6111,9000006110,1000006110,1155,2,4,0,0,PICKUP,,READY,2024-12-24 17:16:18,2024-12-25 17:16:18,1.0
6112,9000006111,1000006111,1426,1,0,0,0,Correo Argentino,TRK-N9B292SRJ3,DELIVERED,2024-01-19 01:37:30,2024-01-22 01:37:30,3.0
6113,9000006112,1000006112,1269,2,1,0,0,PICKUP,,DELIVERED,2025-05-29 13:16:21,2025-05-30 13:16:21,1.0
6114,9000006113,1000006113,1230,1,0,0,0,Correo Argentino,TRK-15ARBE6CG8,DELIVERED,2024-09-04 14:23:34,2024-09-07 14:23:34,3.0
6115,9000006114,1000006114,972,2,3,0,0,PICKUP,,DELIVERED,2024-11-19 19:02:18,2024-11-20 19:02:18,1.0
6116,9000006115,1000006115,1107,1,0,0,0,Correo Argentino,TRK-JE2APW3S46,SHIPPED,2025-09-17 21:29:57,2025-09-22 21:29:57,5.0
6117,9000006116,1000006116,788,1,0,0,0,Correo Argentino,TRK-Y0UNCBZISF,DELIVERED,2024-09-03 11:07:47,2024-09-06 11:07:47,3.0
